payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount
P-C685AEA7,2024-04-01 11:56:00,70751.82,JPY,DE,ACH,ONLINE,0.2,1,NEXT_DAY,False,2024,4,1,0,11,False,11.166947673368393,False,MEDIUM,LOW,True,LOW,1,False,14150.364000000001
P-4426B73C,2024-04-29 12:35:00,51381.09,GBP,GB,ACH,BATCH,0.612,1,SAME_DAY,False,2024,4,29,0,12,False,10.847044947142921,False,MEDIUM,HIGH,True,LOW,0,False,31445.227079999997
P-2CD4487E,2024-02-03 23:18:00,35446.63,JPY,US,WIRE,FILE,0.382,1,SAME_DAY,False,2024,2,3,5,23,True,10.475811675000433,False,MEDIUM,MEDIUM,True,LOW,0,False,13540.612659999999
P-35246C4A,2024-03-20 16:09:00,113357.57,USD,DE,WIRE,ONLINE,0.141,3,NEXT_DAY,False,2024,3,20,2,16,False,11.638311259606096,False,HIGH,LOW,True,HIGH,1,False,15983.41737
P-A5A48AD1,2024-06-12 10:12:00,50799.84,EUR,DE,SWIFT,ONLINE,0.371,1,NEXT_DAY,False,2024,6,12,2,10,False,10.835668168862936,False,MEDIUM,MEDIUM,True,LOW,1,False,18846.74064
P-70A8B77C,2024-02-28 21:52:00,13933.48,GBP,DE,ACH,BATCH,0.218,2,T_PLUS_2,False,2024,2,28,2,21,False,9.542121623109272,False,MEDIUM,LOW,True,LOW,2,False,3037.49864
P-C339FC71,2024-04-02 08:32:00,97861.32,USD,GB,ACH,API,0.405,2,NEXT_DAY,True,2024,4,2,1,8,False,11.491316871899112,False,MEDIUM,MEDIUM,True,LOW,1,False,39633.8346
P-F9524E23,2024-02-10 01:50:00,21692.27,GBP,GB,ACH,FILE,0.137,0,NEXT_DAY,False,2024,2,10,5,1,True,9.98475735317689,False,MEDIUM,LOW,False,NONE,1,False,2971.84099
P-B121D223,2024-01-18 11:58:00,179142.48,CAD,IN,ACH,API,0.423,1,T_PLUS_2,False,2024,1,18,3,11,False,12.095942327987649,False,HIGH,MEDIUM,True,LOW,2,False,75777.26904
P-2798E9E9,2024-06-24 16:12:00,37072.84,AUD,JP,WIRE,BATCH,0.206,0,T_PLUS_2,False,2024,6,24,0,16,False,10.520666878586784,False,MEDIUM,LOW,False,NONE,2,False,7637.005039999999
P-B3093126,2024-01-12 14:54:00,82290.32,CAD,JP,ACH,API,0.322,1,NEXT_DAY,False,2024,1,12,4,14,False,11.318020913302313,False,MEDIUM,MEDIUM,True,LOW,1,False,26497.483040000003
P-BA9A022A,2024-01-16 21:17:00,25840.53,JPY,JP,SWIFT,ONLINE,0.026,1,SAME_DAY,False,2024,1,16,1,21,False,10.15973816666998,False,MEDIUM,LOW,True,LOW,0,False,671.8537799999999
P-632B7093,2024-01-20 02:22:00,21927.56,EUR,JP,WIRE,API,0.409,3,NEXT_DAY,False,2024,1,20,5,2,True,9.9955451757813,False,MEDIUM,MEDIUM,True,HIGH,1,False,8968.37204
P-D877A46C,2024-04-08 08:29:00,82078.28,JPY,AU,WIRE,FILE,0.229,1,SAME_DAY,False,2024,4,8,0,8,False,11.315440888436298,False,MEDIUM,LOW,True,LOW,0,False,18795.92612
P-DCA87297,2024-04-27 02:58:00,34131.69,JPY,US,ACH,API,0.554,1,NEXT_DAY,False,2024,4,27,5,2,True,10.438010855085565,False,MEDIUM,MEDIUM,True,LOW,1,False,18908.956260000003
P-229712A3,2024-04-19 14:05:00,17174.97,GBP,CA,WIRE,API,0.109,3,NEXT_DAY,False,2024,4,19,4,14,False,9.751266592933897,False,MEDIUM,LOW,True,HIGH,1,False,1872.0717300000001
P-97B01214,2024-04-14 03:57:00,39653.0,USD,AU,SWIFT,BATCH,0.076,1,NEXT_DAY,False,2024,4,14,6,3,True,10.587947104698507,False,MEDIUM,LOW,True,LOW,1,False,3013.6279999999997
P-1E0B1AC0,2024-04-10 00:18:00,66616.69,USD,JP,WIRE,API,0.299,0,SAME_DAY,False,2024,4,10,2,0,False,11.106725436874514,False,MEDIUM,LOW,False,NONE,0,False,19918.39031
P-A2FA0456,2024-01-07 00:34:00,31324.6,CAD,GB,WIRE,FILE,0.104,3,NEXT_DAY,False,2024,1,7,6,0,True,10.35219093361116,False,MEDIUM,LOW,True,HIGH,1,False,3257.7583999999997
P-CF311FA7,2024-03-22 22:28:00,126826.34,EUR,GB,SWIFT,FILE,0.254,1,T_PLUS_2,False,2024,3,22,4,22,False,11.750581912885615,False,HIGH,LOW,True,LOW,2,False,32213.89036
P-51EAC167,2024-06-25 11:47:00,79361.94,EUR,CA,SWIFT,API,0.092,1,T_PLUS_2,False,2024,6,25,1,11,False,11.281786787643522,False,MEDIUM,LOW,True,LOW,2,False,7301.29848
P-07DE0F00,2024-05-04 04:43:00,76810.34,CAD,IN,ACH,API,0.433,2,NEXT_DAY,False,2024,5,4,5,4,True,11.249107564485652,False,MEDIUM,MEDIUM,True,LOW,1,False,33258.877219999995
P-FCB8022A,2024-05-06 18:50:00,95402.3,EUR,CA,SWIFT,API,0.147,0,NEXT_DAY,False,2024,5,6,0,18,False,11.465868448033085,False,MEDIUM,LOW,False,NONE,1,False,14024.1381
P-EE93235F,2024-02-14 14:16:00,143953.42,EUR,US,ACH,FILE,0.355,0,SAME_DAY,False,2024,2,14,2,14,False,11.87725200067487,False,HIGH,MEDIUM,False,NONE,0,False,51103.464100000005
P-4D5D5A93,2024-06-01 19:20:00,47912.3,CAD,IN,SWIFT,MOBILE,0.123,1,T_PLUS_2,False,2024,6,1,5,19,True,10.777148406653511,False,MEDIUM,LOW,True,LOW,2,False,5893.2129
P-C0877903,2024-03-22 12:06:00,25636.59,CAD,AU,WIRE,FILE,0.187,2,SAME_DAY,False,2024,3,22,4,12,False,10.151814912857166,False,MEDIUM,LOW,True,LOW,0,False,4794.04233
P-81C31DA5,2024-01-08 04:04:00,148997.52,GBP,AU,SWIFT,BATCH,0.584,1,T_PLUS_2,False,2024,1,8,0,4,False,11.911691651992358,False,HIGH,MEDIUM,True,LOW,2,False,87014.55167999999
P-1561D1A7,2024-04-24 13:29:00,47747.87,GBP,DE,WIRE,FILE,0.155,0,SAME_DAY,False,2024,4,24,2,13,False,10.773710680707392,False,MEDIUM,LOW,False,NONE,0,False,7400.91985
P-B5427DB2,2024-04-02 16:50:00,27645.01,CAD,AU,SWIFT,API,0.445,1,SAME_DAY,False,2024,4,2,1,16,False,10.227236692740219,False,MEDIUM,MEDIUM,True,LOW,0,False,12302.02945
P-209132C1,2024-04-25 01:03:00,178972.8,AUD,CA,ACH,BATCH,0.319,1,SAME_DAY,False,2024,4,25,3,1,False,12.094994705394862,False,HIGH,MEDIUM,True,LOW,0,False,57092.3232
P-980E371F,2024-03-16 12:54:00,34036.62,AUD,US,SWIFT,ONLINE,0.35,0,SAME_DAY,False,2024,3,16,5,12,True,10.43522166249912,False,MEDIUM,MEDIUM,False,NONE,0,False,11912.817000000001
P-FD3F0C43,2024-02-12 10:12:00,213552.59,USD,AU,SWIFT,FILE,0.091,2,NEXT_DAY,True,2024,2,12,0,10,False,12.271643087179584,False,HIGH,LOW,True,LOW,1,False,19433.28569
P-752862BD,2024-05-08 11:52:00,124177.82,JPY,IN,WIRE,BATCH,0.141,2,NEXT_DAY,False,2024,5,8,2,11,False,11.729477902538417,False,HIGH,LOW,True,LOW,1,False,17509.07262
P-0EDD8E7E,2024-01-01 23:48:00,8383.38,AUD,US,WIRE,ONLINE,0.437,0,SAME_DAY,False,2024,1,1,0,23,False,9.034125729961183,False,LOW,MEDIUM,False,NONE,0,False,3663.5370599999997
P-154630C1,2024-05-07 22:22:00,78171.26,GBP,IN,SWIFT,BATCH,0.156,2,SAME_DAY,False,2024,5,7,1,22,False,11.266670132143515,False,MEDIUM,LOW,True,LOW,0,False,12194.716559999999
P-5EEB996A,2024-03-31 13:08:00,196406.35,CAD,AU,SWIFT,BATCH,0.531,1,T_PLUS_2,False,2024,3,31,6,13,True,12.187946097827512,False,HIGH,MEDIUM,True,LOW,2,False,104291.77185
P-18D4D678,2024-06-23 11:25:00,156080.03,GBP,US,WIRE,API,0.274,1,NEXT_DAY,False,2024,6,23,6,11,True,11.958130574455126,False,HIGH,LOW,True,LOW,1,False,42765.92822
P-03BC43A6,2024-01-21 16:15:00,30175.06,AUD,AU,ACH,ONLINE,0.194,3,NEXT_DAY,False,2024,1,21,6,16,True,10.314804173766309,False,MEDIUM,LOW,True,HIGH,1,False,5853.96164
P-3AE0CB48,2024-05-10 21:02:00,272028.62,AUD,AU,WIRE,API,0.24,0,NEXT_DAY,False,2024,5,10,4,21,False,12.513666236408104,False,HIGH,LOW,False,NONE,1,False,65286.8688
P-53B3A517,2024-04-27 08:27:00,344819.3,USD,CA,RTP,FILE,0.297,1,NEXT_DAY,False,2024,4,27,5,8,True,12.750778690748604,False,HIGH,LOW,True,LOW,1,False,102411.33209999999
P-DABDD896,2024-03-13 07:05:00,5730.83,EUR,CA,SWIFT,BATCH,0.145,2,SAME_DAY,False,2024,3,13,2,7,False,8.65379013044824,False,LOW,LOW,True,LOW,0,False,830.9703499999999
P-4F7AF7E1,2024-02-13 21:45:00,5612.66,EUR,JP,RTP,FILE,0.165,2,NEXT_DAY,False,2024,2,13,1,21,False,8.632958192209305,False,LOW,LOW,True,LOW,1,False,926.0889
P-48FB2169,2024-05-19 10:47:00,43061.43,AUD,GB,ACH,FILE,0.263,3,NEXT_DAY,False,2024,5,19,6,10,True,10.670406202210426,False,MEDIUM,LOW,True,HIGH,1,False,11325.15609
P-77804DE2,2024-01-21 07:35:00,193356.69,JPY,JP,ACH,FILE,0.465,1,SAME_DAY,False,2024,1,21,6,7,True,12.172297068677953,False,HIGH,MEDIUM,True,LOW,0,False,89910.86085000001
P-F201787F,2024-03-25 21:02:00,8879.35,JPY,US,ACH,ONLINE,0.2,0,SAME_DAY,False,2024,3,25,0,21,False,9.091596249623903,False,LOW,LOW,False,NONE,0,False,1775.8700000000001
P-303C34B3,2024-04-26 10:32:00,3993.02,USD,US,ACH,API,0.407,0,SAME_DAY,False,2024,4,26,4,10,False,8.29255352147449,False,LOW,MEDIUM,False,NONE,0,False,1625.15914
P-39DADB1B,2024-05-23 04:41:00,20866.9,GBP,AU,ACH,API,0.37,0,NEXT_DAY,False,2024,5,23,3,4,False,9.945967372104732,False,MEDIUM,MEDIUM,False,NONE,1,False,7720.753000000001
P-8F4BB87D,2024-02-07 02:15:00,25848.34,CAD,JP,WIRE,API,0.453,3,T_PLUS_2,False,2024,2,7,2,2,False,10.160040347695737,False,MEDIUM,MEDIUM,True,HIGH,2,False,11709.29802
P-5FC0E148,2024-05-31 02:47:00,17031.66,EUR,AU,SWIFT,ONLINE,0.399,2,NEXT_DAY,False,2024,5,31,4,2,False,9.74288795640966,False,MEDIUM,MEDIUM,True,LOW,1,False,6795.63234
P-E20BC7D1,2024-03-08 04:18:00,8821.7,AUD,DE,SWIFT,API,0.573,1,SAME_DAY,False,2024,3,8,4,4,False,9.085083224603899,False,LOW,MEDIUM,True,LOW,0,False,5054.8341
P-BA5CA516,2024-04-19 22:46:00,161954.11,AUD,DE,ACH,ONLINE,0.119,2,NEXT_DAY,False,2024,4,19,4,22,False,11.995074477050132,False,HIGH,LOW,True,LOW,1,False,19272.53909
P-1E610049,2024-03-29 18:31:00,30789.9,GBP,DE,RTP,API,0.32,0,NEXT_DAY,False,2024,3,29,4,18,False,10.334974470760919,False,MEDIUM,MEDIUM,False,NONE,1,False,9852.768
P-3D49EE2B,2024-03-09 08:45:00,151235.7,EUR,DE,WIRE,FILE,0.103,2,NEXT_DAY,False,2024,3,9,5,8,True,11.926601438142379,False,HIGH,LOW,True,LOW,1,False,15577.277100000001
P-C4D51B8F,2024-05-06 17:38:00,62416.07,AUD,GB,ACH,FILE,0.135,1,SAME_DAY,False,2024,5,6,0,17,False,11.041594074639743,False,MEDIUM,LOW,True,LOW,0,False,8426.169450000001
P-B30530F0,2024-04-23 00:01:00,46392.99,GBP,GB,WIRE,BATCH,0.3,2,SAME_DAY,False,2024,4,23,1,0,False,10.74492520396308,False,MEDIUM,LOW,True,LOW,0,False,13917.896999999999
P-CBEF0906,2024-01-31 14:46:00,26742.98,JPY,GB,SWIFT,API,0.259,2,T_PLUS_2,False,2024,1,31,2,14,False,10.194064680268365,False,MEDIUM,LOW,True,LOW,2,False,6926.43182
P-EA272E58,2024-01-18 08:51:00,107005.2,EUR,GB,WIRE,ONLINE,0.41,3,NEXT_DAY,False,2024,1,18,3,8,False,11.580642055690593,False,HIGH,MEDIUM,True,HIGH,1,False,43872.132
P-053BD946,2024-05-25 07:48:00,35328.68,CAD,CA,SWIFT,BATCH,0.221,0,T_PLUS_2,False,2024,5,25,5,7,True,10.472478682853922,False,MEDIUM,LOW,False,NONE,2,False,7807.63828
P-7FD8F7AC,2024-04-12 00:30:00,3264.57,USD,AU,WIRE,MOBILE,0.347,0,SAME_DAY,False,2024,4,12,4,0,False,8.091189605340183,False,LOW,MEDIUM,False,NONE,0,False,1132.80579
P-DA4DDCD2,2024-03-23 07:51:00,53655.67,AUD,DE,WIRE,ONLINE,0.401,1,SAME_DAY,False,2024,3,23,5,7,True,10.89036106465554,False,MEDIUM,MEDIUM,True,LOW,0,False,21515.92367
P-73864B20,2024-01-16 04:53:00,27501.11,GBP,IN,WIRE,BATCH,0.03,0,SAME_DAY,False,2024,1,16,1,4,False,10.222018007984003,False,MEDIUM,LOW,False,NONE,0,False,825.0332999999999
P-7EF216B1,2024-03-30 23:19:00,155313.42,CAD,CA,RTP,API,0.115,2,T_PLUS_2,False,2024,3,30,5,23,True,11.953206857369713,False,HIGH,LOW,True,LOW,2,False,17861.0433
P-C6A224EE,2024-05-25 15:22:00,72290.43,CAD,JP,SWIFT,API,0.213,1,T_PLUS_2,True,2024,5,25,5,15,True,11.188460867234577,False,MEDIUM,LOW,True,LOW,2,False,15397.861589999999
P-2208BAD3,2024-01-18 03:03:00,14972.41,JPY,JP,ACH,FILE,0.524,2,NEXT_DAY,False,2024,1,18,3,3,False,9.614031240384875,False,MEDIUM,MEDIUM,True,LOW,1,False,7845.54284
P-AF22FDB8,2024-01-05 15:24:00,145194.72,CAD,AU,SWIFT,API,0.398,0,NEXT_DAY,False,2024,1,5,4,15,False,11.885837904354368,False,HIGH,MEDIUM,False,NONE,1,False,57787.49856
P-FAD6CF68,2024-01-01 17:16:00,115125.95,AUD,CA,SWIFT,API,0.09,1,NEXT_DAY,False,2024,1,1,0,17,False,11.653790711524909,False,HIGH,LOW,True,LOW,1,False,10361.3355
P-B75BF52E,2024-01-17 21:52:00,68805.08,USD,US,RTP,API,0.092,2,NEXT_DAY,False,2024,1,17,2,21,False,11.139047392109875,False,MEDIUM,LOW,True,LOW,1,False,6330.06736
P-A58E9836,2024-04-06 13:23:00,74267.43,CAD,AU,ACH,BATCH,0.544,1,NEXT_DAY,False,2024,4,6,5,13,True,11.215441241352794,False,MEDIUM,MEDIUM,True,LOW,1,False,40401.48192
P-263AB457,2024-04-09 07:57:00,6465.18,AUD,GB,SWIFT,API,0.497,0,NEXT_DAY,False,2024,4,9,1,7,False,8.774340795819345,False,LOW,MEDIUM,False,NONE,1,False,3213.19446
P-6FBC7944,2024-04-11 10:07:00,31880.71,USD,AU,ACH,ONLINE,0.219,2,SAME_DAY,False,2024,4,11,3,10,False,10.36978777011057,False,MEDIUM,LOW,True,LOW,0,False,6981.875489999999
P-A927E9EB,2024-02-02 16:03:00,47835.44,JPY,US,ACH,ONLINE,0.121,1,NEXT_DAY,False,2024,2,2,4,16,False,10.775542971139881,False,MEDIUM,LOW,True,LOW,1,False,5788.08824
P-36B690E6,2024-05-12 03:09:00,12045.86,EUR,IN,SWIFT,API,0.351,0,SAME_DAY,False,2024,5,12,6,3,True,9.396559324048832,False,MEDIUM,MEDIUM,False,NONE,0,False,4228.09686
P-41350D0A,2024-01-06 14:16:00,21241.62,GBP,IN,ACH,FILE,0.33,1,SAME_DAY,False,2024,1,6,5,14,True,9.963764819914347,False,MEDIUM,MEDIUM,True,LOW,0,False,7009.7346
P-EB46CCCA,2024-05-18 03:25:00,61576.82,JPY,IN,WIRE,ONLINE,0.493,3,SAME_DAY,False,2024,5,18,5,3,True,11.028057019747603,False,MEDIUM,MEDIUM,True,HIGH,0,False,30357.37226
P-15D1C32F,2024-01-28 07:02:00,26766.4,JPY,DE,WIRE,ONLINE,0.318,3,NEXT_DAY,False,2024,1,28,6,7,True,10.19494000815172,False,MEDIUM,MEDIUM,True,HIGH,1,False,8511.7152
P-86060A8B,2024-04-21 03:38:00,106781.02,CAD,AU,SWIFT,BATCH,0.25,1,NEXT_DAY,False,2024,4,21,6,3,True,11.578544839275509,False,HIGH,LOW,True,LOW,1,False,26695.255
P-B4A1A8FF,2024-06-26 23:14:00,13641.94,USD,GB,ACH,BATCH,0.394,3,NEXT_DAY,False,2024,6,26,2,23,False,9.520977450693495,False,MEDIUM,MEDIUM,True,HIGH,1,False,5374.92436
P-8C64AC82,2024-03-03 09:13:00,56332.99,GBP,US,ACH,BATCH,0.031,2,NEXT_DAY,False,2024,3,3,6,9,True,10.939053361973894,False,MEDIUM,LOW,True,LOW,1,False,1746.32269
P-F40D76FF,2024-01-29 14:46:00,79074.94,CAD,GB,ACH,BATCH,0.362,0,SAME_DAY,False,2024,1,29,0,14,False,11.278163935551818,False,MEDIUM,MEDIUM,False,NONE,0,False,28625.12828
P-1F1BC840,2024-04-04 08:47:00,9360.92,JPY,AU,WIRE,MOBILE,0.065,1,NEXT_DAY,False,2024,4,4,3,8,False,9.144405676640853,False,LOW,LOW,True,LOW,1,False,608.4598
P-0315EEDD,2024-03-30 17:29:00,116275.44,CAD,GB,WIRE,BATCH,0.118,2,NEXT_DAY,False,2024,3,30,5,17,True,11.663725738449067,False,HIGH,LOW,True,LOW,1,False,13720.501919999999
P-EF63353D,2024-01-17 21:34:00,63364.36,EUR,GB,ACH,API,0.329,4,NEXT_DAY,False,2024,1,17,2,21,False,11.056672618869866,False,MEDIUM,MEDIUM,True,HIGH,1,False,20846.87444
P-FF565497,2024-01-11 15:55:00,44236.4,USD,CA,SWIFT,ONLINE,0.421,1,NEXT_DAY,False,2024,1,11,3,15,False,10.697325864125592,False,MEDIUM,MEDIUM,True,LOW,1,False,18623.5244
P-CAD9F697,2024-03-17 04:59:00,24871.29,CAD,IN,WIRE,API,0.257,2,SAME_DAY,False,2024,3,17,6,4,True,10.121509611368268,False,MEDIUM,LOW,True,LOW,0,False,6391.9215300000005
P-8E69367D,2024-02-07 08:14:00,48871.43,JPY,IN,WIRE,FILE,0.164,2,NEXT_DAY,False,2024,2,7,2,8,False,10.796968712784922,False,MEDIUM,LOW,True,LOW,1,False,8014.91452
P-ED5B9363,2024-01-03 13:47:00,43244.66,EUR,CA,SWIFT,BATCH,0.436,2,NEXT_DAY,False,2024,1,3,2,13,False,10.674652160504138,False,MEDIUM,MEDIUM,True,LOW,1,False,18854.67176
P-E183F5FD,2024-04-05 00:47:00,26138.76,AUD,IN,SWIFT,BATCH,0.193,1,NEXT_DAY,False,2024,4,5,4,0,False,10.171212805804771,False,MEDIUM,LOW,True,LOW,1,False,5044.78068
P-4E7C2D96,2024-05-07 17:56:00,253926.81,CAD,GB,WIRE,BATCH,0.145,0,NEXT_DAY,False,2024,5,7,1,17,False,12.444805293006194,False,HIGH,LOW,False,NONE,1,False,36819.387449999995
P-31E37368,2024-06-13 04:19:00,102407.98,EUR,IN,ACH,API,0.533,1,SAME_DAY,False,2024,6,13,3,4,False,11.536729683055036,False,HIGH,MEDIUM,True,LOW,0,False,54583.45334
P-4E7CB43B,2024-02-17 06:04:00,68417.25,AUD,CA,ACH,API,0.337,0,T_PLUS_2,False,2024,2,17,5,6,True,11.133394880887916,False,MEDIUM,MEDIUM,False,NONE,2,False,23056.613250000002
P-175467B9,2024-05-30 02:55:00,27618.21,CAD,GB,SWIFT,FILE,0.071,0,SAME_DAY,False,2024,5,30,3,2,False,10.22626682409224,False,MEDIUM,LOW,False,NONE,0,False,1960.8929099999998
P-C745184A,2024-01-20 10:47:00,36723.37,AUD,DE,ACH,FILE,0.427,0,NEXT_DAY,False,2024,1,20,5,10,True,10.511195846368048,False,MEDIUM,MEDIUM,False,NONE,1,False,15680.878990000001
P-38EE3E79,2024-04-20 06:12:00,83884.02,GBP,CA,SWIFT,BATCH,0.37,2,NEXT_DAY,False,2024,4,20,5,6,True,11.337202330626122,False,MEDIUM,MEDIUM,True,LOW,1,False,31037.0874
P-D9DD5869,2024-06-23 15:35:00,78843.53,USD,US,ACH,API,0.383,0,SAME_DAY,False,2024,6,23,6,15,True,11.275233217759075,False,MEDIUM,MEDIUM,False,NONE,0,False,30197.07199
P-926F46C1,2024-03-19 09:32:00,71733.73,USD,AU,WIRE,BATCH,0.197,3,NEXT_DAY,False,2024,3,19,1,9,False,11.180730288672336,False,MEDIUM,LOW,True,HIGH,1,False,14131.54481
P-A8DA1F1C,2024-01-26 23:55:00,60388.0,USD,US,WIRE,BATCH,0.206,1,NEXT_DAY,False,2024,1,26,4,23,False,11.008562248131891,False,MEDIUM,LOW,True,LOW,1,False,12439.928
P-B488977D,2024-06-02 05:50:00,17956.58,EUR,US,ACH,FILE,0.581,2,SAME_DAY,False,2024,6,2,6,5,True,9.795767588902141,False,MEDIUM,MEDIUM,True,LOW,0,False,10432.77298
P-10DCC7F2,2024-03-30 03:11:00,44906.09,GBP,IN,ACH,API,0.109,1,SAME_DAY,False,2024,3,30,5,3,True,10.71235096772323,False,MEDIUM,LOW,True,LOW,0,False,4894.7638099999995
P-8FE8F02B,2024-04-14 23:05:00,175960.59,JPY,GB,ACH,BATCH,0.39,0,NEXT_DAY,False,2024,4,14,6,23,True,12.078021011566408,False,HIGH,MEDIUM,False,NONE,1,False,68624.6301
P-FF049EA9,2024-05-07 15:59:00,167736.67,AUD,GB,ACH,API,0.019,1,T_PLUS_2,False,2024,5,7,1,15,False,12.030156549897038,False,HIGH,LOW,True,LOW,2,False,3186.9967300000003
P-3C0B42DC,2024-03-17 09:08:00,37953.16,USD,JP,ACH,API,0.277,2,SAME_DAY,False,2024,3,17,6,9,True,10.544134394734485,False,MEDIUM,LOW,True,LOW,0,False,10513.025320000002
P-60548410,2024-06-25 10:56:00,255498.73,JPY,GB,RTP,ONLINE,0.253,3,T_PLUS_2,False,2024,6,25,1,10,False,12.45097663187387,False,HIGH,LOW,True,HIGH,2,False,64641.17869
P-F5047AEF,2024-05-07 16:37:00,396297.78,CAD,GB,ACH,BATCH,0.124,1,SAME_DAY,False,2024,5,7,1,16,False,12.889923700697885,False,HIGH,LOW,True,LOW,0,False,49140.92472
P-DBC481BA,2024-03-15 04:55:00,1887847.52,CAD,CA,ACH,FILE,0.603,0,SAME_DAY,False,2024,3,15,4,4,False,14.450948389417892,True,VERY_HIGH,HIGH,False,NONE,0,True,1138372.05456
P-80E11352,2024-04-24 17:29:00,103660.96,EUR,DE,ACH,API,0.366,2,T_PLUS_2,False,2024,4,24,2,17,False,11.548890499533302,False,HIGH,MEDIUM,True,LOW,2,False,37939.91136
P-15321CB7,2024-03-02 09:11:00,14232.93,CAD,IN,WIRE,MOBILE,0.117,1,SAME_DAY,True,2024,3,2,5,9,True,9.563383830044678,False,MEDIUM,LOW,True,LOW,0,False,1665.2528100000002
P-A97F94C9,2024-02-08 21:03:00,228990.68,EUR,JP,SWIFT,BATCH,0.175,1,SAME_DAY,False,2024,2,8,3,21,False,12.34144094999863,False,HIGH,LOW,True,LOW,0,False,40073.369
P-D8ED5077,2024-01-24 09:27:00,124418.15,JPY,JP,WIRE,API,0.244,0,NEXT_DAY,False,2024,1,24,2,9,False,11.731411386346592,False,HIGH,LOW,False,NONE,1,False,30358.028599999998
P-A6B6F99A,2024-01-13 22:22:00,95823.57,AUD,IN,RTP,API,0.173,2,SAME_DAY,False,2024,1,13,5,22,True,11.470274402891961,False,MEDIUM,LOW,True,LOW,0,False,16577.47761
P-207FE0EF,2024-03-07 19:45:00,282307.59,EUR,IN,SWIFT,FILE,0.087,1,NEXT_DAY,False,2024,3,7,3,19,False,12.550756042400673,False,HIGH,LOW,True,LOW,1,False,24560.76033
P-E1F9C1DD,2024-03-09 01:32:00,236631.66,CAD,GB,WIRE,FILE,0.377,3,SAME_DAY,False,2024,3,9,5,1,True,12.374264259884127,False,HIGH,MEDIUM,True,HIGH,0,False,89210.13582
P-158F504A,2024-04-01 19:30:00,20053.82,JPY,GB,ACH,BATCH,0.361,2,T_PLUS_2,False,2024,4,1,0,19,False,9.906224802846,False,MEDIUM,MEDIUM,True,LOW,2,False,7239.42902
P-75D91397,2024-06-19 01:34:00,82457.41,AUD,JP,ACH,API,0.586,0,NEXT_DAY,False,2024,6,19,2,1,False,11.32004932399883,False,MEDIUM,MEDIUM,False,NONE,1,False,48320.04226
P-703C600C,2024-06-16 04:29:00,646297.81,AUD,GB,RTP,API,0.573,1,T_PLUS_2,False,2024,6,16,6,4,True,13.379017229999098,True,VERY_HIGH,MEDIUM,True,LOW,2,True,370328.64513
P-1E8C68F3,2024-03-31 03:41:00,50333.92,GBP,JP,ACH,ONLINE,0.266,1,SAME_DAY,False,2024,3,31,6,3,True,10.826454349810914,False,MEDIUM,LOW,True,LOW,0,False,13388.82272
P-64859085,2024-02-01 03:15:00,30312.56,JPY,JP,WIRE,BATCH,0.446,2,NEXT_DAY,False,2024,2,1,3,3,False,10.319350416140601,False,MEDIUM,MEDIUM,True,LOW,1,False,13519.40176
P-92C29D7B,2024-02-21 18:36:00,296842.02,JPY,US,SWIFT,FILE,0.713,0,NEXT_DAY,False,2024,2,21,2,18,False,12.600958725863338,False,HIGH,HIGH,False,NONE,1,False,211648.36026000002
P-3C544695,2024-04-23 05:19:00,118353.91,AUD,JP,SWIFT,BATCH,0.604,2,T_PLUS_2,False,2024,4,23,1,5,False,11.681443101196054,False,HIGH,HIGH,True,LOW,2,False,71485.76164
P-24D5AF34,2024-04-03 17:13:00,15769.53,USD,DE,ACH,BATCH,0.307,0,NEXT_DAY,False,2024,4,3,2,17,False,9.665898287509021,False,MEDIUM,MEDIUM,False,NONE,1,False,4841.24571
P-DFC8698C,2024-04-09 04:08:00,21730.11,JPY,US,WIRE,API,0.157,3,SAME_DAY,False,2024,4,9,1,4,False,9.986500153400073,False,MEDIUM,LOW,True,HIGH,0,False,3411.62727
P-A5FEB3F8,2024-01-08 05:53:00,15730.97,AUD,JP,SWIFT,ONLINE,0.247,1,NEXT_DAY,False,2024,1,8,0,5,False,9.663450226608616,False,MEDIUM,LOW,True,LOW,1,False,3885.5495899999996
P-CA344A7E,2024-05-28 03:08:00,20889.72,AUD,IN,WIRE,BATCH,0.298,1,NEXT_DAY,False,2024,5,28,1,3,False,9.94706032020846,False,MEDIUM,LOW,True,LOW,1,False,6225.13656
P-F317A07F,2024-02-25 04:02:00,146681.94,EUR,CA,SWIFT,API,0.447,0,NEXT_DAY,False,2024,2,25,6,4,True,11.896028665616788,False,HIGH,MEDIUM,False,NONE,1,False,65566.82718000001
P-9DE9C7F8,2024-06-11 22:08:00,483607.88,USD,IN,ACH,API,0.235,0,T_PLUS_2,False,2024,6,11,1,22,False,13.089031759837068,False,HIGH,LOW,False,NONE,2,False,113647.85179999999
P-E38DAD44,2024-06-11 10:48:00,46840.42,EUR,JP,ACH,ONLINE,0.365,3,SAME_DAY,False,2024,6,11,1,10,False,10.75452313322139,False,MEDIUM,MEDIUM,True,HIGH,0,False,17096.7533
