payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount,amount_z_score,is_extreme_amount,amount_percentile_rank,is_top_1pct_amount,risk_adjusted_amount_z_score,is_extreme_risk_adjusted_amount,risk_score_percentile_rank,is_top_1pct_risk_score,is_high_risk_large_payment,is_large_file_payment,is_high_risk_swift_payment,is_prior_failure_high_value,country_frequency,currency_frequency,is_rare_country,is_rare_currency,rule_anomaly_score,is_rule_based_anomaly,anomaly_reasons
P-96C144C2,2024-01-08 06:46:00,109937.15,JPY,JP,SWIFT,BATCH,0.317,0,SAME_DAY,True,2024,1,8,0,6,False,11.607673213912692,False,HIGH,MEDIUM,False,NONE,0,False,34850.07655,-0.0652030773025955,False,0.6924,False,-0.01898136208897928,False,0.6116,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE
P-C910F146,2024-03-20 01:16:00,105476.55,GBP,DE,ACH,ONLINE,0.125,2,T_PLUS_2,False,2024,3,20,2,1,False,11.566253413045402,False,HIGH,LOW,True,LOW,2,False,13184.56875,-0.08421173342780276,False,0.6808,False,-0.3006198771221521,False,0.1663,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE
P-EC0728D8,2024-06-07 10:05:00,30717.95,GBP,JP,SWIFT,ONLINE,0.347,1,NEXT_DAY,False,2024,6,7,4,10,False,10.33263500698997,False,MEDIUM,MEDIUM,True,LOW,1,False,10659.12865,-0.402792309987441,False,0.2926,False,-0.3334490730096922,False,0.6699,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE
P-4253174A,2024-01-24 17:26:00,184260.15,AUD,AU,SWIFT,MOBILE,0.328,1,SAME_DAY,False,2024,1,24,2,17,False,12.124109323824388,False,HIGH,MEDIUM,True,LOW,0,False,60437.3292,0.25152120848715964,False,0.8242,False,0.3136374671878779,False,0.6319,False,False,False,False,False,0.1456,0.1594,False,False,0,False,NONE
P-1A768BFC,2024-05-15 19:16:00,42995.89,CAD,GB,SWIFT,ONLINE,0.21,0,T_PLUS_2,False,2024,5,15,2,19,False,10.668883066478683,False,MEDIUM,LOW,False,NONE,2,False,9029.1369,-0.3504703937909814,False,0.387,False,-0.3546379812145727,False,0.362,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-560F4C27,2024-01-08 22:26:00,55527.95,EUR,JP,WIRE,API,0.324,0,SAME_DAY,False,2024,1,8,0,22,False,10.92465978535888,False,MEDIUM,MEDIUM,False,NONE,0,False,17991.0558,-0.2970655560829454,False,0.4722,False,-0.23813844867909592,False,0.6254,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE
P-41656062,2024-03-19 23:48:00,1113692.04,CAD,IN,ACH,FILE,0.166,2,T_PLUS_2,False,2024,3,19,1,23,False,13.923192113922855,True,VERY_HIGH,LOW,True,LOW,2,True,184872.87864,4.212255456976487,True,0.992,True,1.9312244485379555,False,0.2589,False,False,True,False,False,0.1428,0.1768,False,False,3,True,is_extreme_amount; is_top_1pct_amount; is_large_file_payment
P-79EE7168,2024-03-24 21:05:00,12386.08,USD,JP,WIRE,API,0.086,0,T_PLUS_2,False,2024,3,24,6,21,True,9.424409272917137,False,MEDIUM,LOW,False,NONE,2,False,1065.2028799999998,-0.4809127899591945,False,0.1028,False,-0.45816431311134764,False,0.0806,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE
P-9ADC8202,2024-05-17 06:24:00,104684.95,AUD,CA,WIRE,BATCH,0.1,3,SAME_DAY,False,2024,5,17,4,6,False,11.558720194921763,False,HIGH,LOW,True,HIGH,0,False,10468.495,-0.0875851029719704,False,0.6788,False,-0.3359271953134469,False,0.1097,False,False,False,False,False,0.135,0.1594,False,False,0,False,NONE
P-80E53FDE,2024-04-02 02:07:00,46385.22,GBP,AU,SWIFT,BATCH,0.144,0,NEXT_DAY,False,2024,4,2,1,2,False,10.744757711347614,False,MEDIUM,LOW,False,NONE,1,False,6679.47168,-0.33602690895377363,False,0.4094,False,-0.38518220983338647,False,0.2083,False,False,False,False,False,0.1456,0.1622,False,False,0,False,NONE
P-6D4EE264,2024-03-31 23:11:00,171045.96,GBP,US,ACH,BATCH,0.485,0,SAME_DAY,False,2024,3,31,6,23,True,12.0496934176667,False,HIGH,MEDIUM,False,NONE,0,False,82957.2906,0.19520950295804854,False,0.8082,False,0.6063833629152963,False,0.875,False,False,False,False,False,0.1398,0.1622,False,False,0,False,NONE
P-2E8619B0,2024-03-28 05:59:00,8675.63,CAD,DE,ACH,API,0.308,0,T_PLUS_2,False,2024,3,28,3,5,False,9.068388483418373,False,LOW,MEDIUM,False,NONE,2,False,2672.0940399999995,-0.49672471394246476,False,0.0554,False,-0.43727569862328414,False,0.5922,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE
P-EB4D6666,2024-05-04 22:12:00,22782.83,GBP,JP,ACH,API,0.387,0,SAME_DAY,False,2024,5,4,5,22,True,10.033806352807462,False,MEDIUM,MEDIUM,False,NONE,0,False,8816.95521,-0.4366074844913765,False,0.2158,False,-0.35739621502291335,False,0.7419,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE
P-5119A669,2024-05-09 01:38:00,212877.21,GBP,GB,WIRE,MOBILE,0.209,1,SAME_DAY,False,2024,5,9,3,1,False,12.268475497123172,False,HIGH,LOW,True,LOW,0,False,44491.33689,0.3734715857580256,False,0.852,False,0.10634919883172174,False,0.3599,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-FE122385,2024-04-23 06:04:00,29506.74,EUR,GB,ACH,BATCH,0.084,1,T_PLUS_2,False,2024,4,23,1,6,False,10.292407880795524,False,MEDIUM,LOW,True,LOW,2,False,2478.5661600000003,-0.40795382960036575,False,0.282,False,-0.4397914441688705,False,0.0765,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE
P-29D0DFBB,2024-05-26 16:38:00,128007.83,EUR,IN,RTP,FILE,0.351,1,NEXT_DAY,False,2024,5,26,6,16,True,11.759854524897442,False,HIGH,MEDIUM,True,LOW,1,False,44930.74833,0.01180435265495754,False,0.734,False,0.11206128213909702,False,0.6763,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE
P-4370F2E4,2024-06-06 23:08:00,19148.99,CAD,IN,ACH,API,0.12,0,SAME_DAY,False,2024,6,6,3,23,False,9.860057472415445,False,MEDIUM,LOW,False,NONE,0,False,2297.8788,-0.4520929382361694,False,0.1792,False,-0.4421402707103682,False,0.1541,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-B2B01FBB,2024-04-28 19:52:00,59937.08,GBP,JP,RTP,BATCH,0.111,0,NEXT_DAY,False,2024,4,28,6,19,True,11.001067308325586,False,MEDIUM,LOW,False,NONE,1,False,6653.01588,-0.2782762371614247,False,0.4966,False,-0.38552611925359465,False,0.1333,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE
P-1525BCC9,2024-04-10 12:31:00,45499.6,AUD,JP,WIRE,BATCH,0.259,0,NEXT_DAY,False,2024,4,10,2,12,False,10.725480791665284,False,MEDIUM,LOW,False,NONE,1,False,11784.3964,-0.33980094070681266,False,0.402,False,-0.3188212719421945,False,0.4842,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE
P-C69F2E54,2024-04-14 01:50:00,79759.74,USD,DE,ACH,MOBILE,0.484,0,SAME_DAY,False,2024,4,14,6,1,True,11.286786682426182,False,MEDIUM,MEDIUM,False,NONE,0,False,38603.71416,-0.19380281936406518,False,0.5916,False,0.029813659574582624,False,0.8739,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE
P-99463945,2024-02-09 01:03:00,167556.39,CAD,CA,ACH,BATCH,0.46,0,SAME_DAY,False,2024,2,9,4,1,False,12.029081198429749,False,HIGH,MEDIUM,False,NONE,0,False,77075.9394,0.18033884964799177,False,0.8026,False,0.5299293497600372,False,0.8516,False,False,False,False,False,0.135,0.1768,False,False,0,False,NONE
P-6402F989,2024-04-07 15:19:00,45928.08,EUR,JP,ACH,API,0.054,1,NEXT_DAY,False,2024,4,7,6,15,True,10.73485374663806,False,MEDIUM,LOW,True,LOW,1,False,2480.11632,-0.33797499151241533,False,0.4048,False,-0.4397712930251958,False,0.0323,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE
P-BA14A699,2024-06-08 21:06:00,36983.28,JPY,AU,RTP,BATCH,0.174,0,SAME_DAY,False,2024,6,8,5,21,True,10.518248236480847,False,MEDIUM,LOW,False,NONE,0,False,6435.090719999999,-0.37609287415348475,False,0.3452,False,-0.3883590147027734,False,0.2768,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE
P-3DD0B68A,2024-03-11 02:35:00,90788.4,AUD,CA,SWIFT,API,0.338,0,NEXT_DAY,False,2024,3,11,0,2,False,11.416297817686624,False,MEDIUM,MEDIUM,False,NONE,1,False,30686.4792,-0.1468046564573198,False,0.6332,False,-0.07310561274928702,False,0.654,False,False,False,False,False,0.135,0.1594,False,False,0,False,NONE
P-3BC2AE93,2024-03-21 13:44:00,33517.61,CAD,AU,WIRE,ONLINE,0.27,1,NEXT_DAY,False,2024,3,21,3,13,False,10.419856085955775,False,MEDIUM,LOW,True,LOW,1,False,9049.7547,-0.39086167863571747,False,0.3158,False,-0.35436996226810463,False,0.5109,False,False,False,False,False,0.1456,0.1768,False,False,0,False,NONE
P-51B161AE,2024-02-03 14:47:00,39996.83,CAD,AU,SWIFT,ONLINE,0.24,1,SAME_DAY,False,2024,2,3,5,14,True,10.596580481624487,False,MEDIUM,LOW,True,LOW,0,False,9599.2392,-0.3632507597145935,False,0.3668,False,-0.3472269956668904,False,0.4374,False,False,False,False,False,0.1456,0.1768,False,False,0,False,NONE
P-9FF326B3,2024-01-11 19:54:00,45114.29,JPY,US,SWIFT,MOBILE,0.573,0,SAME_DAY,False,2024,1,11,3,19,False,10.71697649242523,False,MEDIUM,MEDIUM,False,NONE,0,False,25850.48817,-0.34144292279254185,False,0.3986,False,-0.1359705751113944,False,0.9395,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE
P-53A81070,2024-01-26 09:49:00,77468.37,JPY,DE,SWIFT,API,0.312,2,NEXT_DAY,False,2024,1,26,4,9,False,11.257637911412685,False,MEDIUM,MEDIUM,True,LOW,1,False,24170.13144,-0.20356739461977438,False,0.5822,False,-0.15781419763489687,False,0.6002,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE
P-DEB4E789,2024-04-16 20:41:00,70551.33,GBP,DE,ACH,ONLINE,0.181,1,SAME_DAY,False,2024,4,16,1,20,False,11.164109982958143,False,MEDIUM,LOW,True,LOW,0,False,12769.79073,-0.2330440647458345,False,0.5518,False,-0.3060117408485679,False,0.2947,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE
P-E726052A,2024-04-18 19:02:00,65574.78,JPY,US,ACH,ONLINE,0.382,3,T_PLUS_2,False,2024,4,18,3,19,False,11.090961699441303,False,MEDIUM,MEDIUM,True,HIGH,2,False,25049.56596,-0.25425141972944665,False,0.5244,False,-0.14638208006958825,False,0.7336,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE
P-C9F8B4FD,2024-03-02 19:44:00,96351.7,AUD,AU,ACH,FILE,0.449,0,SAME_DAY,False,2024,3,2,5,19,True,11.4757706962833,False,MEDIUM,MEDIUM,False,NONE,0,False,43261.9133,-0.12309689144333832,False,0.654,False,0.09036743475627497,False,0.8342,False,False,False,False,False,0.1456,0.1594,False,False,0,False,NONE
P-9611EC5E,2024-05-17 22:50:00,15707.57,CAD,US,ACH,BATCH,0.085,2,NEXT_DAY,False,2024,5,17,4,22,False,9.661961702281705,False,MEDIUM,LOW,True,LOW,1,False,1335.14345,-0.46675840238054705,False,0.14,False,-0.45465524875043706,False,0.0785,False,False,False,False,False,0.1398,0.1768,False,False,0,False,NONE
P-D01639E8,2024-06-06 08:56:00,18427.77,GBP,DE,ACH,ONLINE,0.457,0,SAME_DAY,False,2024,6,6,3,8,False,9.821668309424242,False,MEDIUM,MEDIUM,False,NONE,0,False,8421.490890000001,-0.45516638642040963,False,0.1698,False,-0.36253701231516067,False,0.8467,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE
P-11D76778,2024-04-19 03:51:00,17518.71,GBP,IN,RTP,ONLINE,0.256,0,SAME_DAY,False,2024,4,19,4,3,False,9.771081811841972,False,MEDIUM,LOW,False,NONE,0,False,4484.78976,-0.4590403067309466,False,0.1616,False,-0.41371174916497566,False,0.4769,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-323F8013,2024-01-06 14:22:00,19581.7,EUR,DE,SWIFT,API,0.182,0,SAME_DAY,False,2024,1,6,5,14,True,9.8824018023898,False,MEDIUM,LOW,False,NONE,0,False,3563.8694,-0.45024896307768436,False,0.1846,False,-0.42568315759207076,False,0.2977,False,False,False,False,False,0.1448,0.1634,False,False,0,False,NONE
P-32DF4E2A,2024-03-04 09:42:00,321136.74,JPY,JP,WIRE,ONLINE,0.184,1,T_PLUS_2,False,2024,3,4,0,9,False,12.679625406649754,False,HIGH,LOW,True,LOW,2,False,59089.16016,0.8348149427159601,False,0.9226,False,0.29611208398687583,False,0.3023,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE
P-CC53CD50,2024-02-04 19:45:00,75236.22,USD,JP,ACH,BATCH,0.369,0,NEXT_DAY,False,2024,2,4,6,19,True,11.22840133430067,False,MEDIUM,MEDIUM,False,NONE,1,False,27762.16518,-0.2130796063782556,False,0.5734,False,-0.11111992866961308,False,0.7129,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE
P-F8EC648D,2024-03-26 12:16:00,38877.13,USD,US,RTP,ONLINE,0.071,4,NEXT_DAY,False,2024,3,26,1,12,False,10.568187160709872,False,MEDIUM,LOW,True,HIGH,1,False,2760.2762299999995,-0.368022313376297,False,0.3594,False,-0.4361293834169554,False,0.0544,False,False,False,False,False,0.1398,0.1624,False,False,0,False,NONE
P-9B0A9A3E,2024-03-26 21:21:00,142036.13,JPY,DE,RTP,API,0.341,4,SAME_DAY,False,2024,3,26,1,21,False,11.863843781276994,False,HIGH,MEDIUM,True,HIGH,0,False,48434.32033,0.07158535313050916,False,0.7622,False,0.15760560191690548,False,0.6593,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE
P-F0CBB242,2024-02-09 07:42:00,32332.84,JPY,AU,SWIFT,API,0.282,0,SAME_DAY,False,2024,2,9,4,7,False,10.383869638797728,False,MEDIUM,LOW,False,NONE,0,False,9117.860879999998,-0.39591052531945103,False,0.3066,False,-0.3534846230654951,False,0.5371,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE
P-9E7208D8,2024-04-11 01:57:00,22238.03,JPY,AU,WIRE,ONLINE,0.27,1,NEXT_DAY,False,2024,4,11,3,1,False,10.00960413230544,False,MEDIUM,LOW,True,LOW,1,False,6004.2681,-0.43892912639089965,False,0.2104,False,-0.3939594485379545,False,0.5109,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE
P-14A43B4B,2024-04-20 04:31:00,151675.61,CAD,GB,SWIFT,API,0.258,4,NEXT_DAY,False,2024,4,20,5,4,True,11.929505967555546,False,HIGH,LOW,True,HIGH,1,False,39132.30738,0.11266358488090437,False,0.7812,False,0.03668505215451569,False,0.4815,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-F8CBD7C9,2024-02-27 15:38:00,33820.41,USD,JP,ACH,FILE,0.217,0,NEXT_DAY,False,2024,2,27,1,15,False,10.428849312890431,False,MEDIUM,LOW,False,NONE,1,False,7339.02897,-0.3895713093861293,False,0.318,False,-0.3766083634481702,False,0.3804,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE
P-91F3D748,2024-02-05 00:58:00,14699.07,EUR,CA,SWIFT,FILE,0.528,0,NEXT_DAY,False,2024,2,5,0,0,False,9.595607534660251,False,MEDIUM,MEDIUM,False,NONE,1,False,7761.10896,-0.47105608199814814,False,0.1282,False,-0.3711215785222791,False,0.9119,False,False,False,False,False,0.135,0.1634,False,False,0,False,NONE
P-D3DEFCF5,2024-05-07 23:55:00,47637.23,GBP,JP,SWIFT,API,0.241,1,SAME_DAY,False,2024,5,7,1,23,False,10.771390869126629,False,MEDIUM,LOW,True,LOW,0,False,11480.57243,-0.3306915218858184,False,0.4196,False,-0.3227708000369056,False,0.441,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE
P-8EDAF66F,2024-06-11 16:11:00,67885.32,AUD,GB,SWIFT,FILE,0.598,1,NEXT_DAY,True,2024,6,11,1,16,False,11.125589820494376,False,MEDIUM,MEDIUM,True,LOW,1,False,40595.42136,-0.2444051523386166,False,0.5372,False,0.05570465014665118,False,0.9544,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE
P-1DDA0DC9,2024-03-20 21:34:00,93218.42,JPY,DE,WIRE,BATCH,0.213,0,NEXT_DAY,False,2024,3,20,2,21,False,11.44271134806657,False,MEDIUM,LOW,False,NONE,1,False,19855.52346,-0.13644923015651356,False,0.6436,False,-0.21390149527199528,False,0.3702,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE
P-71712FA3,2024-06-01 11:13:00,35693.21,JPY,US,WIRE,FILE,0.158,1,SAME_DAY,False,2024,6,1,5,11,True,10.482743769740392,False,MEDIUM,LOW,True,LOW,0,False,5639.52718,-0.381590452283657,False,0.3324,False,-0.39870086018770284,False,0.2421,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE
P-71F6DB01,2024-04-03 20:35:00,65164.32,JPY,DE,WIRE,BATCH,0.181,1,SAME_DAY,False,2024,4,3,2,20,False,11.084682704564289,False,MEDIUM,LOW,True,LOW,0,False,11794.74192,-0.2560005774645389,False,0.5218,False,-0.3186867864310796,False,0.2947,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE
P-A651BD68,2024-05-22 12:57:00,81635.39,EUR,IN,SWIFT,ONLINE,0.423,0,SAME_DAY,False,2024,5,22,2,12,False,11.31003039742578,False,MEDIUM,MEDIUM,False,NONE,0,False,34531.76997,-0.18580981710848413,False,0.5994,False,-0.02311915536592647,False,0.7977,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE
P-4DE2631D,2024-03-13 13:02:00,190673.39,USD,DE,WIRE,MOBILE,0.256,0,NEXT_DAY,False,2024,3,13,2,13,False,12.158322487866446,False,HIGH,LOW,False,NONE,1,False,48812.38784,0.2788509564601733,False,0.8342,False,0.16252025118714736,False,0.4769,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE
P-069219CD,2024-06-13 19:38:00,14398.39,USD,GB,WIRE,FILE,0.302,2,SAME_DAY,False,2024,6,13,3,19,False,9.574941123555725,False,MEDIUM,MEDIUM,True,LOW,0,False,4348.31378,-0.4723374169584063,False,0.1246,False,-0.4154858544709633,False,0.5795,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE
P-EE39C663,2024-03-09 14:42:00,26753.26,USD,CA,ACH,MOBILE,0.208,0,NEXT_DAY,True,2024,3,9,5,14,True,10.194448991981291,False,MEDIUM,LOW,False,NONE,1,False,5564.67808,-0.4196876668571554,False,0.2548,False,-0.3996738532774642,False,0.3582,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE
P-115B4E69,2024-03-16 14:18:00,162572.71,EUR,US,SWIFT,FILE,0.213,1,SAME_DAY,True,2024,3,16,5,14,True,11.998886777906549,False,HIGH,LOW,True,LOW,0,False,34627.98723,0.15910111047432152,False,0.797,False,-0.02186838910292847,False,0.3702,False,False,False,False,False,0.1398,0.1634,False,False,0,False,NONE
P-1CB36DE8,2024-01-20 09:25:00,119407.63,AUD,DE,WIRE,FILE,0.471,1,SAME_DAY,True,2024,1,20,5,9,True,11.690306755385658,False,HIGH,MEDIUM,True,LOW,0,False,56240.99373,-0.024845031824262235,False,0.7166,False,0.2590876407419992,False,0.8623,False,False,False,False,False,0.1448,0.1594,False,False,0,False,NONE
P-B2A3B781,2024-02-08 15:17:00,6803.87,GBP,DE,ACH,API,0.365,2,SAME_DAY,False,2024,2,8,3,15,False,8.825393811302796,False,LOW,MEDIUM,True,LOW,0,False,2483.41255,-0.5047011391294168,False,0.0376,False,-0.4397284440261796,False,0.7046,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE
P-E48F7C29,2024-06-15 05:14:00,326111.68,CAD,IN,ACH,FILE,0.314,1,NEXT_DAY,False,2024,6,15,5,5,True,12.694998244799438,False,HIGH,MEDIUM,True,LOW,1,False,102399.06752,0.8560154367534302,False,0.9238,False,0.8591147196829882,False,0.605,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-5F7A4EC1,2024-02-27 03:36:00,69339.16,AUD,IN,WIRE,ONLINE,0.163,1,SAME_DAY,False,2024,2,27,1,3,False,11.146779526706789,False,MEDIUM,LOW,True,LOW,0,False,11302.28308,-0.23820967535770118,False,0.5456,False,-0.32508845389684554,False,0.2531,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE
P-EB17F300,2024-01-20 09:24:00,239567.2,EUR,US,WIRE,ONLINE,0.538,0,T_PLUS_2,False,2024,1,20,5,9,True,12.38659341521319,False,HIGH,MEDIUM,False,NONE,2,False,128887.15360000002,0.4872098366424855,False,0.8762,False,1.2034438394298175,False,0.9194,False,False,False,False,False,0.1398,0.1634,False,False,0,False,NONE
P-CDB46915,2024-05-22 05:00:00,9168.69,CAD,DE,ACH,ONLINE,0.208,2,SAME_DAY,False,2024,5,22,2,5,False,9.123658758790311,False,LOW,LOW,True,LOW,0,False,1907.08752,-0.49462355984008066,False,0.061,False,-0.447220321305218,False,0.3582,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE
P-AEBF9D77,2024-06-22 15:21:00,63755.56,AUD,GB,WIRE,MOBILE,0.455,0,NEXT_DAY,False,2024,6,22,5,15,True,11.062827359687413,False,MEDIUM,MEDIUM,False,NONE,1,False,29008.7798,-0.26200394795347476,False,0.5152,False,-0.09491469158786589,False,0.8439,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE
P-5E7154C7,2024-01-16 02:35:00,30298.4,EUR,CA,SWIFT,BATCH,0.253,1,NEXT_DAY,False,2024,1,16,1,2,False,10.3188831893212,False,MEDIUM,LOW,True,LOW,1,False,7665.4952,-0.4045802043687643,False,0.2888,False,-0.3723644996498023,False,0.4699,False,False,False,False,False,0.135,0.1634,False,False,0,False,NONE
P-A162450B,2024-03-28 00:16:00,17095.74,USD,AU,ACH,ONLINE,0.359,0,SAME_DAY,False,2024,3,28,3,0,False,9.746643081041158,False,MEDIUM,MEDIUM,False,NONE,0,False,6137.3706600000005,-0.4608427752960004,False,0.1556,False,-0.3922291956543589,False,0.6917,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE
P-D18E17C2,2024-02-10 23:16:00,13509.39,USD,JP,ACH,API,0.271,2,SAME_DAY,False,2024,2,10,5,23,True,9.511214298043138,False,MEDIUM,LOW,True,LOW,0,False,3661.04469,-0.4761258524368866,False,0.1146,False,-0.42441993751774054,False,0.513,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE
P-8C112622,2024-02-28 21:43:00,36195.68,JPY,US,ACH,BATCH,0.253,4,SAME_DAY,False,2024,2,28,2,21,False,10.496722680900811,False,MEDIUM,LOW,True,HIGH,0,False,9157.50704,-0.3794491978687279,False,0.3372,False,-0.3529692469325079,False,0.4699,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE
P-2485DE26,2024-03-03 10:02:00,37116.59,JPY,JP,ACH,BATCH,0.224,1,T_PLUS_2,False,2024,3,3,6,10,True,10.52184626022348,False,MEDIUM,LOW,True,LOW,2,False,8314.11616,-0.375524779290002,False,0.346,False,-0.36393281894884083,False,0.3995,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE
P-D796583A,2024-04-13 06:32:00,13559.31,EUR,GB,WIRE,FILE,0.235,2,NEXT_DAY,False,2024,4,13,5,6,True,9.51490242259,False,MEDIUM,LOW,True,LOW,1,False,3186.43785,-0.4759131204919083,False,0.115,False,-0.43058953976644415,False,0.4264,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE
P-60F9DC69,2024-01-28 15:34:00,174608.65,JPY,GB,RTP,API,0.667,1,SAME_DAY,False,2024,1,28,6,15,True,12.070308190047069,False,HIGH,HIGH,True,LOW,0,False,116463.96955,0.2103917540208461,False,0.812,False,1.0419499506124132,False,0.9817,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE
P-E79C919E,2024-06-22 14:47:00,131298.26,USD,DE,SWIFT,BATCH,0.277,2,SAME_DAY,False,2024,6,22,5,14,True,11.785234424326797,False,HIGH,LOW,True,LOW,0,False,36369.61802000001,0.025826379372005916,False,0.7414,False,0.0007717591899102758,False,0.5251,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE
P-61A146B6,2024-04-02 04:53:00,1777.36,GBP,JP,WIRE,BATCH,0.069,1,T_PLUS_2,False,2024,4,2,1,4,False,7.48344687026928,False,LOW,LOW,True,LOW,2,False,122.63784,-0.5261213965162965,False,0.002,False,-0.4704170893046562,False,0.0514,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE
P-DDE48FEF,2024-02-16 21:54:00,73156.86,JPY,JP,ACH,BATCH,0.483,2,NEXT_DAY,False,2024,2,16,4,21,False,11.200374851120175,False,MEDIUM,MEDIUM,True,LOW,1,False,35334.76338,-0.22194071008639152,False,0.5638,False,-0.012680726058775753,False,0.8733,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE
P-E5B62F04,2024-06-10 15:44:00,166481.49,USD,GB,WIRE,ONLINE,0.271,1,T_PLUS_2,False,2024,6,10,0,15,False,12.022645417707226,False,HIGH,LOW,True,LOW,2,False,45116.48379,0.17575820927024308,False,0.8012,False,0.114475730931449,False,0.513,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE
P-80DCF5EE,2024-01-28 01:38:00,48712.76,AUD,IN,WIRE,BATCH,0.452,1,NEXT_DAY,False,2024,1,28,6,1,True,10.793716815363252,False,MEDIUM,MEDIUM,True,LOW,1,False,22018.167520000003,-0.32610819679001424,False,0.4282,False,-0.18578842876894694,False,0.8393,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE
P-232C5DE6,2024-04-02 08:53:00,212579.02,GBP,IN,ACH,BATCH,0.108,0,T_PLUS_2,False,2024,4,2,1,8,False,12.267073761169796,False,HIGH,LOW,False,NONE,2,False,22958.53416,0.372200861826273,False,0.8518,False,-0.17356423044776415,False,0.1268,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-830A33E7,2024-05-16 12:59:00,31694.31,CAD,DE,ACH,API,0.299,1,SAME_DAY,False,2024,5,16,3,12,False,10.363923999392949,False,MEDIUM,LOW,True,LOW,0,False,9476.59869,-0.3986315936052486,False,0.2992,False,-0.3488212482197575,False,0.5728,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE
P-11E65596,2024-06-11 13:48:00,32855.58,JPY,US,ACH,API,0.448,1,T_PLUS_2,False,2024,6,11,1,13,False,10.399907308268508,False,MEDIUM,MEDIUM,True,LOW,2,False,14719.29984,-0.3936828911664467,False,0.3102,False,-0.28066929995807366,False,0.8319,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE
