payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount,amount_z_score,is_extreme_amount,amount_percentile_rank,is_top_1pct_amount,risk_adjusted_amount_z_score,is_extreme_risk_adjusted_amount,risk_score_percentile_rank,is_top_1pct_risk_score,is_high_risk_large_payment,is_large_file_payment,is_high_risk_swift_payment,is_prior_failure_high_value,country_frequency,currency_frequency,is_rare_country,is_rare_currency,rule_anomaly_score,is_rule_based_anomaly,anomaly_reasons,is_isolation_forest_anomaly,isolation_forest_anomaly_score,isolation_forest_anomaly_rank,anomaly_source,recommended_action,is_combined_anomaly
P-B2B01FBB,2024-04-28 19:52:00,59937.08,GBP,JP,RTP,BATCH,0.111,0,NEXT_DAY,False,2024,4,28,6,19,True,11.001067308325586,False,MEDIUM,LOW,False,NONE,1,False,6653.01588,-0.2782762371614247,False,0.4966,False,-0.3855261192535946,False,0.1333,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE,False,0.07703340722980123,2173.0,NORMAL,No anomaly review needed,False
P-1525BCC9,2024-04-10 12:31:00,45499.6,AUD,JP,WIRE,BATCH,0.259,0,NEXT_DAY,False,2024,4,10,2,12,False,10.725480791665284,False,MEDIUM,LOW,False,NONE,1,False,11784.3964,-0.3398009407068126,False,0.402,False,-0.3188212719421945,False,0.4842,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE,False,0.09607809961528802,3735.0,NORMAL,No anomaly review needed,False
P-C69F2E54,2024-04-14 01:50:00,79759.74,USD,DE,ACH,MOBILE,0.484,0,SAME_DAY,False,2024,4,14,6,1,True,11.286786682426182,False,MEDIUM,MEDIUM,False,NONE,0,False,38603.71416,-0.1938028193640651,False,0.5916,False,0.0298136595745826,False,0.8739,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE,False,0.076319772056191,2119.0,NORMAL,No anomaly review needed,False
P-99463945,2024-02-09 01:03:00,167556.39,CAD,CA,ACH,BATCH,0.46,0,SAME_DAY,False,2024,2,9,4,1,False,12.029081198429749,False,HIGH,MEDIUM,False,NONE,0,False,77075.9394,0.1803388496479917,False,0.8026,False,0.5299293497600372,False,0.8516,False,False,False,False,False,0.135,0.1768,False,False,0,False,NONE,False,0.06532387635641113,1428.0,NORMAL,No anomaly review needed,False
P-6402F989,2024-04-07 15:19:00,45928.08,EUR,JP,ACH,API,0.054,1,NEXT_DAY,False,2024,4,7,6,15,True,10.73485374663806,False,MEDIUM,LOW,True,LOW,1,False,2480.11632,-0.3379749915124153,False,0.4048,False,-0.4397712930251958,False,0.0323,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE,False,0.09593916745064035,3720.0,NORMAL,No anomaly review needed,False
P-BA14A699,2024-06-08 21:06:00,36983.28,JPY,AU,RTP,BATCH,0.174,0,SAME_DAY,False,2024,6,8,5,21,True,10.518248236480847,False,MEDIUM,LOW,False,NONE,0,False,6435.090719999999,-0.3760928741534847,False,0.3452,False,-0.3883590147027734,False,0.2768,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE,False,0.08746383401419011,2990.0,NORMAL,No anomaly review needed,False
P-3DD0B68A,2024-03-11 02:35:00,90788.4,AUD,CA,SWIFT,API,0.338,0,NEXT_DAY,False,2024,3,11,0,2,False,11.416297817686624,False,MEDIUM,MEDIUM,False,NONE,1,False,30686.4792,-0.1468046564573198,False,0.6332,False,-0.073105612749287,False,0.654,False,False,False,False,False,0.135,0.1594,False,False,0,False,NONE,False,0.08418499104956045,2752.0,NORMAL,No anomaly review needed,False
P-3BC2AE93,2024-03-21 13:44:00,33517.61,CAD,AU,WIRE,ONLINE,0.27,1,NEXT_DAY,False,2024,3,21,3,13,False,10.419856085955775,False,MEDIUM,LOW,True,LOW,1,False,9049.7547,-0.3908616786357174,False,0.3158,False,-0.3543699622681046,False,0.5109,False,False,False,False,False,0.1456,0.1768,False,False,0,False,NONE,False,0.11130095120844108,4725.0,NORMAL,No anomaly review needed,False
P-51B161AE,2024-02-03 14:47:00,39996.83,CAD,AU,SWIFT,ONLINE,0.24,1,SAME_DAY,False,2024,2,3,5,14,True,10.596580481624487,False,MEDIUM,LOW,True,LOW,0,False,9599.2392,-0.3632507597145935,False,0.3668,False,-0.3472269956668904,False,0.4374,False,False,False,False,False,0.1456,0.1768,False,False,0,False,NONE,False,0.09790897173475871,3894.0,NORMAL,No anomaly review needed,False
P-9FF326B3,2024-01-11 19:54:00,45114.29,JPY,US,SWIFT,MOBILE,0.573,0,SAME_DAY,False,2024,1,11,3,19,False,10.71697649242523,False,MEDIUM,MEDIUM,False,NONE,0,False,25850.48817,-0.3414429227925418,False,0.3986,False,-0.1359705751113944,False,0.9395,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.06909148400926257,1654.0,NORMAL,No anomaly review needed,False
P-53A81070,2024-01-26 09:49:00,77468.37,JPY,DE,SWIFT,API,0.312,2,NEXT_DAY,False,2024,1,26,4,9,False,11.257637911412685,False,MEDIUM,MEDIUM,True,LOW,1,False,24170.13144,-0.2035673946197743,False,0.5822,False,-0.1578141976348968,False,0.6002,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.09791953513095891,3897.0,NORMAL,No anomaly review needed,False
P-DEB4E789,2024-04-16 20:41:00,70551.33,GBP,DE,ACH,ONLINE,0.181,1,SAME_DAY,False,2024,4,16,1,20,False,11.164109982958143,False,MEDIUM,LOW,True,LOW,0,False,12769.79073,-0.2330440647458345,False,0.5518,False,-0.3060117408485679,False,0.2947,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE,False,0.12058973114071747,4956.0,NORMAL,No anomaly review needed,False
P-E726052A,2024-04-18 19:02:00,65574.78,JPY,US,ACH,ONLINE,0.382,3,T_PLUS_2,False,2024,4,18,3,19,False,11.090961699441303,False,MEDIUM,MEDIUM,True,HIGH,2,False,25049.56596,-0.2542514197294466,False,0.5244,False,-0.1463820800695882,False,0.7336,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.0451410314392634,640.0,NORMAL,No anomaly review needed,False
P-C9F8B4FD,2024-03-02 19:44:00,96351.7,AUD,AU,ACH,FILE,0.449,0,SAME_DAY,False,2024,3,2,5,19,True,11.4757706962833,False,MEDIUM,MEDIUM,False,NONE,0,False,43261.9133,-0.1230968914433383,False,0.654,False,0.0903674347562749,False,0.8342,False,False,False,False,False,0.1456,0.1594,False,False,0,False,NONE,False,0.06882893838300386,1633.0,NORMAL,No anomaly review needed,False
P-9611EC5E,2024-05-17 22:50:00,15707.57,CAD,US,ACH,BATCH,0.085,2,NEXT_DAY,False,2024,5,17,4,22,False,9.661961702281705,False,MEDIUM,LOW,True,LOW,1,False,1335.14345,-0.466758402380547,False,0.14,False,-0.454655248750437,False,0.0785,False,False,False,False,False,0.1398,0.1768,False,False,0,False,NONE,False,0.09446359995143849,3616.0,NORMAL,No anomaly review needed,False
P-D01639E8,2024-06-06 08:56:00,18427.77,GBP,DE,ACH,ONLINE,0.457,0,SAME_DAY,False,2024,6,6,3,8,False,9.821668309424242,False,MEDIUM,MEDIUM,False,NONE,0,False,8421.490890000001,-0.4551663864204096,False,0.1698,False,-0.3625370123151606,False,0.8467,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE,False,0.0923650700309574,3433.0,NORMAL,No anomaly review needed,False
P-11D76778,2024-04-19 03:51:00,17518.71,GBP,IN,RTP,ONLINE,0.256,0,SAME_DAY,False,2024,4,19,4,3,False,9.771081811841972,False,MEDIUM,LOW,False,NONE,0,False,4484.78976,-0.4590403067309466,False,0.1616,False,-0.4137117491649756,False,0.4769,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.09954289223503371,4021.0,NORMAL,No anomaly review needed,False
P-323F8013,2024-01-06 14:22:00,19581.7,EUR,DE,SWIFT,API,0.182,0,SAME_DAY,False,2024,1,6,5,14,True,9.8824018023898,False,MEDIUM,LOW,False,NONE,0,False,3563.8694,-0.4502489630776843,False,0.1846,False,-0.4256831575920707,False,0.2977,False,False,False,False,False,0.1448,0.1634,False,False,0,False,NONE,False,0.08663865367144896,2919.0,NORMAL,No anomaly review needed,False
P-32DF4E2A,2024-03-04 09:42:00,321136.74,JPY,JP,WIRE,ONLINE,0.184,1,T_PLUS_2,False,2024,3,4,0,9,False,12.679625406649754,False,HIGH,LOW,True,LOW,2,False,59089.16016,0.8348149427159601,False,0.9226,False,0.2961120839868758,False,0.3023,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE,False,0.062157715224788246,1254.0,NORMAL,No anomaly review needed,False
P-CC53CD50,2024-02-04 19:45:00,75236.22,USD,JP,ACH,BATCH,0.369,0,NEXT_DAY,False,2024,2,4,6,19,True,11.22840133430067,False,MEDIUM,MEDIUM,False,NONE,1,False,27762.16518,-0.2130796063782556,False,0.5734,False,-0.111119928669613,False,0.7129,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE,False,0.08119758868804422,2498.0,NORMAL,No anomaly review needed,False
P-F8EC648D,2024-03-26 12:16:00,38877.13,USD,US,RTP,ONLINE,0.071,4,NEXT_DAY,False,2024,3,26,1,12,False,10.568187160709872,False,MEDIUM,LOW,True,HIGH,1,False,2760.2762299999995,-0.368022313376297,False,0.3594,False,-0.4361293834169554,False,0.0544,False,False,False,False,False,0.1398,0.1624,False,False,0,False,NONE,False,0.051631111770537585,826.0,NORMAL,No anomaly review needed,False
P-9B0A9A3E,2024-03-26 21:21:00,142036.13,JPY,DE,RTP,API,0.341,4,SAME_DAY,False,2024,3,26,1,21,False,11.863843781276994,False,HIGH,MEDIUM,True,HIGH,0,False,48434.32033,0.0715853531305091,False,0.7622,False,0.1576056019169054,False,0.6593,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.0424398542144907,576.0,NORMAL,No anomaly review needed,False
P-F0CBB242,2024-02-09 07:42:00,32332.84,JPY,AU,SWIFT,API,0.282,0,SAME_DAY,False,2024,2,9,4,7,False,10.383869638797728,False,MEDIUM,LOW,False,NONE,0,False,9117.860879999998,-0.395910525319451,False,0.3066,False,-0.3534846230654951,False,0.5371,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE,False,0.10115587528632825,4139.0,NORMAL,No anomaly review needed,False
P-9E7208D8,2024-04-11 01:57:00,22238.03,JPY,AU,WIRE,ONLINE,0.27,1,NEXT_DAY,False,2024,4,11,3,1,False,10.00960413230544,False,MEDIUM,LOW,True,LOW,1,False,6004.2681,-0.4389291263908996,False,0.2104,False,-0.3939594485379545,False,0.5109,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE,False,0.11533975843264477,4852.0,NORMAL,No anomaly review needed,False
P-14A43B4B,2024-04-20 04:31:00,151675.61,CAD,GB,SWIFT,API,0.258,4,NEXT_DAY,False,2024,4,20,5,4,True,11.929505967555546,False,HIGH,LOW,True,HIGH,1,False,39132.30738,0.1126635848809043,False,0.7812,False,0.0366850521545156,False,0.4815,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE,False,0.04254090307353431,578.0,NORMAL,No anomaly review needed,False
P-F8CBD7C9,2024-02-27 15:38:00,33820.41,USD,JP,ACH,FILE,0.217,0,NEXT_DAY,False,2024,2,27,1,15,False,10.428849312890431,False,MEDIUM,LOW,False,NONE,1,False,7339.02897,-0.3895713093861293,False,0.318,False,-0.3766083634481702,False,0.3804,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE,False,0.09957570974530244,4025.0,NORMAL,No anomaly review needed,False
P-91F3D748,2024-02-05 00:58:00,14699.07,EUR,CA,SWIFT,FILE,0.528,0,NEXT_DAY,False,2024,2,5,0,0,False,9.595607534660251,False,MEDIUM,MEDIUM,False,NONE,1,False,7761.10896,-0.4710560819981481,False,0.1282,False,-0.3711215785222791,False,0.9119,False,False,False,False,False,0.135,0.1634,False,False,0,False,NONE,False,0.07375469131624673,1947.0,NORMAL,No anomaly review needed,False
P-D3DEFCF5,2024-05-07 23:55:00,47637.23,GBP,JP,SWIFT,API,0.241,1,SAME_DAY,False,2024,5,7,1,23,False,10.771390869126629,False,MEDIUM,LOW,True,LOW,0,False,11480.57243,-0.3306915218858184,False,0.4196,False,-0.3227708000369056,False,0.441,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE,False,0.1126608815653844,4773.0,NORMAL,No anomaly review needed,False
P-8EDAF66F,2024-06-11 16:11:00,67885.32,AUD,GB,SWIFT,FILE,0.598,1,NEXT_DAY,True,2024,6,11,1,16,False,11.125589820494376,False,MEDIUM,MEDIUM,True,LOW,1,False,40595.42136,-0.2444051523386166,False,0.5372,False,0.0557046501466511,False,0.9544,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE,False,0.09413269337609287,3581.0,NORMAL,No anomaly review needed,False
P-1DDA0DC9,2024-03-20 21:34:00,93218.42,JPY,DE,WIRE,BATCH,0.213,0,NEXT_DAY,False,2024,3,20,2,21,False,11.44271134806657,False,MEDIUM,LOW,False,NONE,1,False,19855.52346,-0.1364492301565135,False,0.6436,False,-0.2139014952719952,False,0.3702,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.10499444183785528,4396.0,NORMAL,No anomaly review needed,False
P-71712FA3,2024-06-01 11:13:00,35693.21,JPY,US,WIRE,FILE,0.158,1,SAME_DAY,False,2024,6,1,5,11,True,10.482743769740392,False,MEDIUM,LOW,True,LOW,0,False,5639.52718,-0.381590452283657,False,0.3324,False,-0.3987008601877028,False,0.2421,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.08852064313762631,3083.0,NORMAL,No anomaly review needed,False
P-71F6DB01,2024-04-03 20:35:00,65164.32,JPY,DE,WIRE,BATCH,0.181,1,SAME_DAY,False,2024,4,3,2,20,False,11.084682704564289,False,MEDIUM,LOW,True,LOW,0,False,11794.74192,-0.2560005774645389,False,0.5218,False,-0.3186867864310796,False,0.2947,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.11954158969835288,4934.0,NORMAL,No anomaly review needed,False
P-A651BD68,2024-05-22 12:57:00,81635.39,EUR,IN,SWIFT,ONLINE,0.423,0,SAME_DAY,False,2024,5,22,2,12,False,11.31003039742578,False,MEDIUM,MEDIUM,False,NONE,0,False,34531.76997,-0.1858098171084841,False,0.5994,False,-0.0231191553659264,False,0.7977,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE,False,0.09134039798404231,3325.0,NORMAL,No anomaly review needed,False
P-4DE2631D,2024-03-13 13:02:00,190673.39,USD,DE,WIRE,MOBILE,0.256,0,NEXT_DAY,False,2024,3,13,2,13,False,12.158322487866446,False,HIGH,LOW,False,NONE,1,False,48812.38784,0.2788509564601733,False,0.8342,False,0.1625202511871473,False,0.4769,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE,False,0.0763360965752301,2120.0,NORMAL,No anomaly review needed,False
P-069219CD,2024-06-13 19:38:00,14398.39,USD,GB,WIRE,FILE,0.302,2,SAME_DAY,False,2024,6,13,3,19,False,9.574941123555725,False,MEDIUM,MEDIUM,True,LOW,0,False,4348.31378,-0.4723374169584063,False,0.1246,False,-0.4154858544709633,False,0.5795,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE,False,0.09645940186429547,3761.0,NORMAL,No anomaly review needed,False
P-EE39C663,2024-03-09 14:42:00,26753.26,USD,CA,ACH,MOBILE,0.208,0,NEXT_DAY,True,2024,3,9,5,14,True,10.194448991981291,False,MEDIUM,LOW,False,NONE,1,False,5564.67808,-0.4196876668571554,False,0.2548,False,-0.3996738532774642,False,0.3582,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE,False,0.0826068213995299,2617.0,NORMAL,No anomaly review needed,False
P-115B4E69,2024-03-16 14:18:00,162572.71,EUR,US,SWIFT,FILE,0.213,1,SAME_DAY,True,2024,3,16,5,14,True,11.998886777906549,False,HIGH,LOW,True,LOW,0,False,34627.98723,0.1591011104743215,False,0.797,False,-0.0218683891029284,False,0.3702,False,False,False,False,False,0.1398,0.1634,False,False,0,False,NONE,False,0.07935719430750965,2334.0,NORMAL,No anomaly review needed,False
P-1CB36DE8,2024-01-20 09:25:00,119407.63,AUD,DE,WIRE,FILE,0.471,1,SAME_DAY,True,2024,1,20,5,9,True,11.690306755385658,False,HIGH,MEDIUM,True,LOW,0,False,56240.99373,-0.0248450318242622,False,0.7166,False,0.2590876407419992,False,0.8623,False,False,False,False,False,0.1448,0.1594,False,False,0,False,NONE,False,0.0675456034408648,1551.0,NORMAL,No anomaly review needed,False
P-B2A3B781,2024-02-08 15:17:00,6803.87,GBP,DE,ACH,API,0.365,2,SAME_DAY,False,2024,2,8,3,15,False,8.825393811302796,False,LOW,MEDIUM,True,LOW,0,False,2483.41255,-0.5047011391294168,False,0.0376,False,-0.4397284440261796,False,0.7046,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE,False,0.07548206108460132,2070.0,NORMAL,No anomaly review needed,False
P-E48F7C29,2024-06-15 05:14:00,326111.68,CAD,IN,ACH,FILE,0.314,1,NEXT_DAY,False,2024,6,15,5,5,True,12.694998244799438,False,HIGH,MEDIUM,True,LOW,1,False,102399.06752,0.8560154367534302,False,0.9238,False,0.8591147196829882,False,0.605,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE,False,0.048301487301786294,733.0,NORMAL,No anomaly review needed,False
P-5F7A4EC1,2024-02-27 03:36:00,69339.16,AUD,IN,WIRE,ONLINE,0.163,1,SAME_DAY,False,2024,2,27,1,3,False,11.146779526706789,False,MEDIUM,LOW,True,LOW,0,False,11302.28308,-0.2382096753577011,False,0.5456,False,-0.3250884538968455,False,0.2531,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE,False,0.11545715344203161,4858.0,NORMAL,No anomaly review needed,False
P-EB17F300,2024-01-20 09:24:00,239567.2,EUR,US,WIRE,ONLINE,0.538,0,T_PLUS_2,False,2024,1,20,5,9,True,12.38659341521319,False,HIGH,MEDIUM,False,NONE,2,False,128887.15360000002,0.4872098366424855,False,0.8762,False,1.2034438394298177,False,0.9194,False,False,False,False,False,0.1398,0.1634,False,False,0,False,NONE,False,0.017448289048609178,256.0,NORMAL,No anomaly review needed,False
P-CDB46915,2024-05-22 05:00:00,9168.69,CAD,DE,ACH,ONLINE,0.208,2,SAME_DAY,False,2024,5,22,2,5,False,9.123658758790311,False,LOW,LOW,True,LOW,0,False,1907.08752,-0.4946235598400806,False,0.061,False,-0.447220321305218,False,0.3582,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE,False,0.07805846690334634,2243.0,NORMAL,No anomaly review needed,False
P-AEBF9D77,2024-06-22 15:21:00,63755.56,AUD,GB,WIRE,MOBILE,0.455,0,NEXT_DAY,False,2024,6,22,5,15,True,11.062827359687413,False,MEDIUM,MEDIUM,False,NONE,1,False,29008.7798,-0.2620039479534747,False,0.5152,False,-0.0949146915878658,False,0.8439,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE,False,0.06864426537739643,1623.0,NORMAL,No anomaly review needed,False
P-5E7154C7,2024-01-16 02:35:00,30298.4,EUR,CA,SWIFT,BATCH,0.253,1,NEXT_DAY,False,2024,1,16,1,2,False,10.3188831893212,False,MEDIUM,LOW,True,LOW,1,False,7665.4952,-0.4045802043687643,False,0.2888,False,-0.3723644996498023,False,0.4699,False,False,False,False,False,0.135,0.1634,False,False,0,False,NONE,False,0.11993334084779028,4942.0,NORMAL,No anomaly review needed,False
P-A162450B,2024-03-28 00:16:00,17095.74,USD,AU,ACH,ONLINE,0.359,0,SAME_DAY,False,2024,3,28,3,0,False,9.746643081041158,False,MEDIUM,MEDIUM,False,NONE,0,False,6137.3706600000005,-0.4608427752960004,False,0.1556,False,-0.3922291956543589,False,0.6917,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE,False,0.0919494351959666,3396.0,NORMAL,No anomaly review needed,False
P-D18E17C2,2024-02-10 23:16:00,13509.39,USD,JP,ACH,API,0.271,2,SAME_DAY,False,2024,2,10,5,23,True,9.511214298043138,False,MEDIUM,LOW,True,LOW,0,False,3661.04469,-0.4761258524368866,False,0.1146,False,-0.4244199375177405,False,0.513,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE,False,0.09849095495506971,3938.0,NORMAL,No anomaly review needed,False
P-8C112622,2024-02-28 21:43:00,36195.68,JPY,US,ACH,BATCH,0.253,4,SAME_DAY,False,2024,2,28,2,21,False,10.496722680900811,False,MEDIUM,LOW,True,HIGH,0,False,9157.50704,-0.3794491978687279,False,0.3372,False,-0.3529692469325079,False,0.4699,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.07404475944267247,1971.0,NORMAL,No anomaly review needed,False
P-2485DE26,2024-03-03 10:02:00,37116.59,JPY,JP,ACH,BATCH,0.224,1,T_PLUS_2,False,2024,3,3,6,10,True,10.52184626022348,False,MEDIUM,LOW,True,LOW,2,False,8314.11616,-0.375524779290002,False,0.346,False,-0.3639328189488408,False,0.3995,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE,False,0.08723329217437648,2972.0,NORMAL,No anomaly review needed,False
P-D796583A,2024-04-13 06:32:00,13559.31,EUR,GB,WIRE,FILE,0.235,2,NEXT_DAY,False,2024,4,13,5,6,True,9.51490242259,False,MEDIUM,LOW,True,LOW,1,False,3186.43785,-0.4759131204919083,False,0.115,False,-0.4305895397664441,False,0.4264,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE,False,0.09343257746762396,3515.0,NORMAL,No anomaly review needed,False
P-60F9DC69,2024-01-28 15:34:00,174608.65,JPY,GB,RTP,API,0.667,1,SAME_DAY,False,2024,1,28,6,15,True,12.070308190047069,False,HIGH,HIGH,True,LOW,0,False,116463.96955,0.2103917540208461,False,0.812,False,1.0419499506124132,False,0.9817,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.03496144697546033,420.0,NORMAL,No anomaly review needed,False
P-E79C919E,2024-06-22 14:47:00,131298.26,USD,DE,SWIFT,BATCH,0.277,2,SAME_DAY,False,2024,6,22,5,14,True,11.785234424326797,False,HIGH,LOW,True,LOW,0,False,36369.61802000001,0.0258263793720059,False,0.7414,False,0.0007717591899102,False,0.5251,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE,False,0.08918966891017532,3132.0,NORMAL,No anomaly review needed,False
P-61A146B6,2024-04-02 04:53:00,1777.36,GBP,JP,WIRE,BATCH,0.069,1,T_PLUS_2,False,2024,4,2,1,4,False,7.48344687026928,False,LOW,LOW,True,LOW,2,False,122.63784,-0.5261213965162965,False,0.002,False,-0.4704170893046562,False,0.0514,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE,False,0.0454373589237671,645.0,NORMAL,No anomaly review needed,False
P-DDE48FEF,2024-02-16 21:54:00,73156.86,JPY,JP,ACH,BATCH,0.483,2,NEXT_DAY,False,2024,2,16,4,21,False,11.200374851120175,False,MEDIUM,MEDIUM,True,LOW,1,False,35334.76338,-0.2219407100863915,False,0.5638,False,-0.0126807260587757,False,0.8733,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE,False,0.09488865107412175,3651.0,NORMAL,No anomaly review needed,False
P-E5B62F04,2024-06-10 15:44:00,166481.49,USD,GB,WIRE,ONLINE,0.271,1,T_PLUS_2,False,2024,6,10,0,15,False,12.022645417707226,False,HIGH,LOW,True,LOW,2,False,45116.48379,0.175758209270243,False,0.8012,False,0.114475730931449,False,0.513,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE,False,0.08378993007847324,2717.0,NORMAL,No anomaly review needed,False
P-80DCF5EE,2024-01-28 01:38:00,48712.76,AUD,IN,WIRE,BATCH,0.452,1,NEXT_DAY,False,2024,1,28,6,1,True,10.793716815363252,False,MEDIUM,MEDIUM,True,LOW,1,False,22018.167520000003,-0.3261081967900142,False,0.4282,False,-0.1857884287689469,False,0.8393,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE,False,0.09420551530412913,3588.0,NORMAL,No anomaly review needed,False
P-232C5DE6,2024-04-02 08:53:00,212579.02,GBP,IN,ACH,BATCH,0.108,0,T_PLUS_2,False,2024,4,2,1,8,False,12.267073761169796,False,HIGH,LOW,False,NONE,2,False,22958.53416,0.372200861826273,False,0.8518,False,-0.1735642304477641,False,0.1268,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.06701610712327605,1525.0,NORMAL,No anomaly review needed,False
P-830A33E7,2024-05-16 12:59:00,31694.31,CAD,DE,ACH,API,0.299,1,SAME_DAY,False,2024,5,16,3,12,False,10.363923999392949,False,MEDIUM,LOW,True,LOW,0,False,9476.59869,-0.3986315936052486,False,0.2992,False,-0.3488212482197575,False,0.5728,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE,False,0.1112187054356053,4720.0,NORMAL,No anomaly review needed,False
P-11E65596,2024-06-11 13:48:00,32855.58,JPY,US,ACH,API,0.448,1,T_PLUS_2,False,2024,6,11,1,13,False,10.399907308268508,False,MEDIUM,MEDIUM,True,LOW,2,False,14719.29984,-0.3936828911664467,False,0.3102,False,-0.2806692999580736,False,0.8319,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.07523581294379372,2049.0,NORMAL,No anomaly review needed,False
P-389BA258,2024-02-16 08:01:00,70427.49,JPY,IN,RTP,BATCH,0.09,2,SAME_DAY,False,2024,2,16,4,8,False,11.162353147782232,False,MEDIUM,LOW,True,LOW,0,False,6338.4741,-0.2335718036093384,False,0.5504,False,-0.3896149724045506,False,0.0873,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.10075716495568532,4110.0,NORMAL,No anomaly review needed,False
P-CBCA68DB,2024-03-29 01:24:00,108007.16,GBP,DE,ACH,FILE,0.177,3,SAME_DAY,False,2024,3,29,4,1,False,11.589962058807735,False,HIGH,LOW,True,HIGH,0,False,19117.26732,-0.0734276471441165,False,0.6866,False,-0.2234983791716527,False,0.2839,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE,False,0.06650075776645376,1499.0,NORMAL,No anomaly review needed,False
P-1707F68A,2024-03-24 14:15:00,35405.17,AUD,CA,ACH,BATCH,0.073,3,SAME_DAY,False,2024,3,24,6,14,True,10.47464137771978,False,MEDIUM,LOW,True,HIGH,0,False,2584.57741,-0.3828179224245135,False,0.3296,False,-0.4384133619516234,False,0.0582,False,False,False,False,False,0.135,0.1594,False,False,0,False,NONE,False,0.05319814686802249,882.0,NORMAL,No anomaly review needed,False
P-311E8B30,2024-01-31 21:16:00,178006.56,USD,AU,RTP,MOBILE,0.442,3,NEXT_DAY,False,2024,1,31,2,21,False,12.089581300282427,False,HIGH,MEDIUM,True,HIGH,1,False,78678.89952,0.224871802161097,False,0.8172,False,0.5507668631025215,False,0.8217,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE,False,0.028617428558440516,332.0,NORMAL,No anomaly review needed,False
P-0BA2E54A,2024-04-02 20:55:00,199581.11,EUR,US,WIRE,FILE,0.665,0,SAME_DAY,False,2024,4,2,1,20,False,12.20398100958404,False,HIGH,HIGH,False,NONE,0,False,132721.43815,0.3168108242671121,False,0.8418,False,1.2532872226011378,False,0.981,False,False,False,False,False,0.1398,0.1634,False,False,0,False,NONE,False,0.026152365312883674,304.0,NORMAL,No anomaly review needed,False
