payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount,payment_type_failure_rate,channel_failure_rate,country_failure_rate,currency_failure_rate,payment_type_channel_failure_rate,risk_payment_interaction,amount_risk_interaction,prior_failure_risk_interaction,high_value_high_risk,swift_file_payment,international_high_risk,large_prior_failure_payment,log_risk_adjusted_amount
P-BB5E136E,2024-05-17 17:34:00,128946.34,CAD,US,WIRE,MOBILE,0.168,1,NEXT_DAY,False,2024,5,17,4,17,False,11.767159382946282,False,HIGH,LOW,True,LOW,1,False,21662.98512,0.0417201540436457,0.040123456790123455,0.05293276108726753,0.05090497737556561,0.018691588785046728,0.168,1.9768827763349754,0.168,False,False,False,False,9.983406488858
P-C5247705,2024-06-20 05:18:00,94704.34,CAD,GB,WIRE,BATCH,0.333,1,NEXT_DAY,True,2024,6,20,3,5,False,11.458525666179955,False,MEDIUM,MEDIUM,True,LOW,1,False,31536.54522,0.0417201540436457,0.04217298070050036,0.06582633053221289,0.05090497737556561,0.02054794520547945,0.333,3.8156890468379254,0.333,False,False,False,False,10.358934026796879
P-96C144C2,2024-01-08 06:46:00,109937.15,JPY,JP,SWIFT,BATCH,0.317,0,SAME_DAY,True,2024,1,8,0,6,False,11.607673213912692,False,HIGH,MEDIUM,False,NONE,0,False,34850.07655,0.09019607843137255,0.04217298070050036,0.06836461126005362,0.05802047781569966,0.05507246376811594,0.0,3.6796324088103236,0.0,False,False,False,False,10.458839306672816
P-C910F146,2024-03-20 01:16:00,105476.55,GBP,DE,ACH,ONLINE,0.125,2,T_PLUS_2,False,2024,3,20,2,1,False,11.566253413045402,False,HIGH,LOW,True,LOW,2,False,13184.56875,0.048340128130460104,0.054385964912280704,0.052486187845303865,0.0530209617755857,0.028350515463917526,0.25,1.4457816766306752,0.25,False,False,False,False,9.486878233996602
P-EC0728D8,2024-06-07 10:05:00,30717.95,GBP,JP,SWIFT,ONLINE,0.347,1,NEXT_DAY,False,2024,6,7,4,10,False,10.33263500698997,False,MEDIUM,MEDIUM,True,LOW,1,False,10659.12865,0.09019607843137255,0.054385964912280704,0.06836461126005362,0.0530209617755857,0.1033210332103321,0.347,3.585424347425519,0.347,False,False,False,False,9.274265766127312
P-4253174A,2024-01-24 17:26:00,184260.15,AUD,AU,SWIFT,MOBILE,0.328,1,SAME_DAY,False,2024,1,24,2,17,False,12.124109323824388,False,HIGH,MEDIUM,True,LOW,0,False,60437.3292,0.09019607843137255,0.040123456790123455,0.059065934065934064,0.06775407779171895,0.08433734939759036,0.328,3.9767078582143998,0.328,False,False,False,False,11.009378772060167
P-1A768BFC,2024-05-15 19:16:00,42995.89,CAD,GB,SWIFT,ONLINE,0.21,0,T_PLUS_2,False,2024,5,15,2,19,False,10.668883066478683,False,MEDIUM,LOW,False,NONE,2,False,9029.1369,0.09019607843137255,0.054385964912280704,0.06582633053221289,0.05090497737556561,0.1033210332103321,0.0,2.2404654439605234,0.0,False,False,False,False,9.10832280687197
P-560F4C27,2024-01-08 22:26:00,55527.95,EUR,JP,WIRE,API,0.324,0,SAME_DAY,False,2024,1,8,0,22,False,10.92465978535888,False,MEDIUM,MEDIUM,False,NONE,0,False,17991.0558,0.0417201540436457,0.060700389105058365,0.06836461126005362,0.05385556915544676,0.054404145077720206,0.0,3.5395897704562773,0.0,False,False,False,False,9.797685595012732
P-41656062,2024-03-19 23:48:00,1113692.04,CAD,IN,ACH,FILE,0.166,2,T_PLUS_2,False,2024,3,19,1,23,False,13.923192113922855,True,VERY_HIGH,LOW,True,LOW,2,True,184872.87864,0.048340128130460104,0.08098591549295775,0.0546218487394958,0.05090497737556561,0.08391608391608392,0.332,2.3112498909111943,0.332,False,False,False,True,12.127429134490987
P-79EE7168,2024-03-24 21:05:00,12386.08,USD,JP,WIRE,API,0.086,0,T_PLUS_2,False,2024,3,24,6,21,True,9.424409272917137,False,MEDIUM,LOW,False,NONE,2,False,1065.2028799999998,0.0417201540436457,0.060700389105058365,0.06836461126005362,0.054187192118226604,0.054404145077720206,0.0,0.8104991974708737,0.0,False,False,False,False,6.971858905566779
P-9ADC8202,2024-05-17 06:24:00,104684.95,AUD,CA,WIRE,BATCH,0.1,3,SAME_DAY,False,2024,5,17,4,6,False,11.558720194921763,False,HIGH,LOW,True,HIGH,0,False,10468.495,0.0417201540436457,0.04217298070050036,0.03851851851851852,0.06775407779171895,0.02054794520547945,0.30000000000000004,1.1558720194921763,0.30000000000000004,False,False,False,False,9.256221069654531
P-80E53FDE,2024-04-02 02:07:00,46385.22,GBP,AU,SWIFT,BATCH,0.144,0,NEXT_DAY,False,2024,4,2,1,2,False,10.744757711347614,False,MEDIUM,LOW,False,NONE,1,False,6679.47168,0.09019607843137255,0.04217298070050036,0.059065934065934064,0.0530209617755857,0.05507246376811594,0.0,1.5472451104340563,0.0,False,False,False,False,8.80694387481631
P-6D4EE264,2024-03-31 23:11:00,171045.96,GBP,US,ACH,BATCH,0.485,0,SAME_DAY,False,2024,3,31,6,23,True,12.0496934176667,False,HIGH,MEDIUM,False,NONE,0,False,82957.2906,0.048340128130460104,0.04217298070050036,0.05293276108726753,0.0530209617755857,0.047524752475247525,0.0,5.84410130756835,0.0,False,False,False,False,11.326093237580224
P-2E8619B0,2024-03-28 05:59:00,8675.63,CAD,DE,ACH,API,0.308,0,T_PLUS_2,False,2024,3,28,3,5,False,9.068388483418373,False,LOW,MEDIUM,False,NONE,2,False,2672.0940399999995,0.048340128130460104,0.060700389105058365,0.052486187845303865,0.05090497737556561,0.047619047619047616,0.0,2.7930636528928585,0.0,False,False,False,False,7.890991896964136
P-EB4D6666,2024-05-04 22:12:00,22782.83,GBP,JP,ACH,API,0.387,0,SAME_DAY,False,2024,5,4,5,22,True,10.033806352807462,False,MEDIUM,MEDIUM,False,NONE,0,False,8816.95521,0.048340128130460104,0.060700389105058365,0.06836461126005362,0.0530209617755857,0.047619047619047616,0.0,3.8830830585364877,0.0,False,False,False,False,9.084545286521903
P-5119A669,2024-05-09 01:38:00,212877.21,GBP,GB,WIRE,MOBILE,0.209,1,SAME_DAY,False,2024,5,9,3,1,False,12.268475497123172,False,HIGH,LOW,True,LOW,0,False,44491.33689,0.0417201540436457,0.040123456790123455,0.06582633053221289,0.0530209617755857,0.018691588785046728,0.209,2.5641113788987426,0.209,False,False,False,False,10.703072248606295
P-FE122385,2024-04-23 06:04:00,29506.74,EUR,GB,ACH,BATCH,0.084,1,T_PLUS_2,False,2024,4,23,1,6,False,10.292407880795524,False,MEDIUM,LOW,True,LOW,2,False,2478.5661600000003,0.048340128130460104,0.04217298070050036,0.06582633053221289,0.05385556915544676,0.047524752475247525,0.084,0.8645622619868241,0.084,False,False,False,False,7.81583888837216
P-29D0DFBB,2024-05-26 16:38:00,128007.83,EUR,IN,RTP,FILE,0.351,1,NEXT_DAY,False,2024,5,26,6,16,True,11.759854524897442,False,HIGH,MEDIUM,True,LOW,1,False,44930.74833,0.04,0.08098591549295775,0.0546218487394958,0.05385556915544676,0.020833333333333332,0.351,4.127708938239002,0.351,False,False,False,False,10.712899913615177
P-4370F2E4,2024-06-06 23:08:00,19148.99,CAD,IN,ACH,API,0.12,0,SAME_DAY,False,2024,6,6,3,23,False,9.860057472415445,False,MEDIUM,LOW,False,NONE,0,False,2297.8788,0.048340128130460104,0.060700389105058365,0.0546218487394958,0.05090497737556561,0.047619047619047616,0.0,1.1832068966898532,0.0,False,False,False,False,7.740176804800216
P-B2B01FBB,2024-04-28 19:52:00,59937.08,GBP,JP,RTP,BATCH,0.111,0,NEXT_DAY,False,2024,4,28,6,19,True,11.001067308325586,False,MEDIUM,LOW,False,NONE,1,False,6653.01588,0.04,0.04217298070050036,0.06836461126005362,0.0530209617755857,0.06306306306306306,0.0,1.22111847122414,0.0,False,False,False,False,8.802975843109989
P-1525BCC9,2024-04-10 12:31:00,45499.6,AUD,JP,WIRE,BATCH,0.259,0,NEXT_DAY,False,2024,4,10,2,12,False,10.725480791665284,False,MEDIUM,LOW,False,NONE,1,False,11784.3964,0.0417201540436457,0.04217298070050036,0.06836461126005362,0.06775407779171895,0.02054794520547945,0.0,2.7778995250413088,0.0,False,False,False,False,9.374616450782492
P-C69F2E54,2024-04-14 01:50:00,79759.74,USD,DE,ACH,MOBILE,0.484,0,SAME_DAY,False,2024,4,14,6,1,True,11.286786682426182,False,MEDIUM,MEDIUM,False,NONE,0,False,38603.71416,0.048340128130460104,0.040123456790123455,0.052486187845303865,0.054187192118226604,0.030927835051546393,0.0,5.462804754294272,0.0,False,False,False,False,10.561129676493254
P-99463945,2024-02-09 01:03:00,167556.39,CAD,CA,ACH,BATCH,0.46,0,SAME_DAY,False,2024,2,9,4,1,False,12.029081198429749,False,HIGH,MEDIUM,False,NONE,0,False,77075.9394,0.048340128130460104,0.04217298070050036,0.03851851851851852,0.05090497737556561,0.047524752475247525,0.0,5.533377351277685,0.0,False,False,False,False,11.252559414941835
P-6402F989,2024-04-07 15:19:00,45928.08,EUR,JP,ACH,API,0.054,1,NEXT_DAY,False,2024,4,7,6,15,True,10.73485374663806,False,MEDIUM,LOW,True,LOW,1,False,2480.11632,0.048340128130460104,0.060700389105058365,0.06836461126005362,0.05385556915544676,0.047619047619047616,0.054,0.5796821023184552,0.054,False,False,False,False,7.816463866913604
P-BA14A699,2024-06-08 21:06:00,36983.28,JPY,AU,RTP,BATCH,0.174,0,SAME_DAY,False,2024,6,8,5,21,True,10.518248236480847,False,MEDIUM,LOW,False,NONE,0,False,6435.090719999999,0.04,0.04217298070050036,0.059065934065934064,0.05802047781569966,0.06306306306306306,0.0,1.8301751931476673,0.0,False,False,False,False,8.769676603724552
P-3DD0B68A,2024-03-11 02:35:00,90788.4,AUD,CA,SWIFT,API,0.338,0,NEXT_DAY,False,2024,3,11,0,2,False,11.416297817686624,False,MEDIUM,MEDIUM,False,NONE,1,False,30686.4792,0.09019607843137255,0.060700389105058365,0.03851851851851852,0.06775407779171895,0.08498583569405099,0.0,3.858708662378079,0.0,False,False,False,False,10.33161000673624
P-3BC2AE93,2024-03-21 13:44:00,33517.61,CAD,AU,WIRE,ONLINE,0.27,1,NEXT_DAY,False,2024,3,21,3,13,False,10.419856085955775,False,MEDIUM,LOW,True,LOW,1,False,9049.7547,0.0417201540436457,0.054385964912280704,0.059065934065934064,0.05090497737556561,0.05526315789473684,0.27,2.8133611432080596,0.27,False,False,False,False,9.110603425482223
P-51B161AE,2024-02-03 14:47:00,39996.83,CAD,AU,SWIFT,ONLINE,0.24,1,SAME_DAY,False,2024,2,3,5,14,True,10.596580481624487,False,MEDIUM,LOW,True,LOW,0,False,9599.2392,0.09019607843137255,0.054385964912280704,0.059065934065934064,0.05090497737556561,0.1033210332103321,0.24,2.5431793155898768,0.24,False,False,False,False,9.169543293812179
P-9FF326B3,2024-01-11 19:54:00,45114.29,JPY,US,SWIFT,MOBILE,0.573,0,SAME_DAY,False,2024,1,11,3,19,False,10.71697649242523,False,MEDIUM,MEDIUM,False,NONE,0,False,25850.48817,0.09019607843137255,0.040123456790123455,0.05293276108726753,0.05802047781569966,0.08433734939759036,0.0,6.140827530159656,0.0,False,False,False,False,10.16012344771859
P-53A81070,2024-01-26 09:49:00,77468.37,JPY,DE,SWIFT,API,0.312,2,NEXT_DAY,False,2024,1,26,4,9,False,11.257637911412685,False,MEDIUM,MEDIUM,True,LOW,1,False,24170.13144,0.09019607843137255,0.060700389105058365,0.052486187845303865,0.05802047781569966,0.08498583569405099,0.624,3.5123830283607576,0.624,False,False,False,False,10.092914284351997
P-DEB4E789,2024-04-16 20:41:00,70551.33,GBP,DE,ACH,ONLINE,0.181,1,SAME_DAY,False,2024,4,16,1,20,False,11.164109982958143,False,MEDIUM,LOW,True,LOW,0,False,12769.79073,0.048340128130460104,0.054385964912280704,0.052486187845303865,0.0530209617755857,0.028350515463917526,0.181,2.020703906915424,0.181,False,False,False,False,9.454915868017943
P-E726052A,2024-04-18 19:02:00,65574.78,JPY,US,ACH,ONLINE,0.382,3,T_PLUS_2,False,2024,4,18,3,19,False,11.090961699441303,False,MEDIUM,MEDIUM,True,HIGH,2,False,25049.56596,0.048340128130460104,0.054385964912280704,0.05293276108726753,0.05802047781569966,0.028350515463917526,1.146,4.236747369186578,1.146,False,False,False,False,10.12865169947136
P-C9F8B4FD,2024-03-02 19:44:00,96351.7,AUD,AU,ACH,FILE,0.449,0,SAME_DAY,False,2024,3,2,5,19,True,11.4757706962833,False,MEDIUM,MEDIUM,False,NONE,0,False,43261.9133,0.048340128130460104,0.08098591549295775,0.059065934065934064,0.06775407779171895,0.08391608391608392,0.0,5.152621042631202,0.0,False,False,False,False,10.67505104120626
P-9611EC5E,2024-05-17 22:50:00,15707.57,CAD,US,ACH,BATCH,0.085,2,NEXT_DAY,False,2024,5,17,4,22,False,9.661961702281705,False,MEDIUM,LOW,True,LOW,1,False,1335.14345,0.048340128130460104,0.04217298070050036,0.05293276108726753,0.05090497737556561,0.047524752475247525,0.17,0.8212667446939449,0.17,False,False,False,False,7.19754272108704
P-D01639E8,2024-06-06 08:56:00,18427.77,GBP,DE,ACH,ONLINE,0.457,0,SAME_DAY,False,2024,6,6,3,8,False,9.821668309424242,False,MEDIUM,MEDIUM,False,NONE,0,False,8421.490890000001,0.048340128130460104,0.054385964912280704,0.052486187845303865,0.0530209617755857,0.028350515463917526,0.0,4.488502417406878,0.0,False,False,False,False,9.038660893653528
P-11D76778,2024-04-19 03:51:00,17518.71,GBP,IN,RTP,ONLINE,0.256,0,SAME_DAY,False,2024,4,19,4,3,False,9.771081811841972,False,MEDIUM,LOW,False,NONE,0,False,4484.78976,0.04,0.054385964912280704,0.0546218487394958,0.0530209617755857,0.019801980198019802,0.0,2.501396943831545,0.0,False,False,False,False,8.408669848177192
P-323F8013,2024-01-06 14:22:00,19581.7,EUR,DE,SWIFT,API,0.182,0,SAME_DAY,False,2024,1,6,5,14,True,9.8824018023898,False,MEDIUM,LOW,False,NONE,0,False,3563.8694,0.09019607843137255,0.060700389105058365,0.052486187845303865,0.05385556915544676,0.08498583569405099,0.0,1.7985971280349438,0.0,False,False,False,False,8.178882698236263
P-32DF4E2A,2024-03-04 09:42:00,321136.74,JPY,JP,WIRE,ONLINE,0.184,1,T_PLUS_2,False,2024,3,4,0,9,False,12.679625406649754,False,HIGH,LOW,True,LOW,2,False,59089.16016,0.0417201540436457,0.054385964912280704,0.06836461126005362,0.05802047781569966,0.05526315789473684,0.184,2.3330510748235547,0.184,False,False,False,False,10.986819694777747
P-CC53CD50,2024-02-04 19:45:00,75236.22,USD,JP,ACH,BATCH,0.369,0,NEXT_DAY,False,2024,2,4,6,19,True,11.22840133430067,False,MEDIUM,MEDIUM,False,NONE,1,False,27762.16518,0.048340128130460104,0.04217298070050036,0.06836461126005362,0.054187192118226604,0.047524752475247525,0.0,4.143280092356948,0.0,False,False,False,False,10.231465427573466
P-F8EC648D,2024-03-26 12:16:00,38877.13,USD,US,RTP,ONLINE,0.071,4,NEXT_DAY,False,2024,3,26,1,12,False,10.568187160709872,False,MEDIUM,LOW,True,HIGH,1,False,2760.2762299999995,0.04,0.054385964912280704,0.05293276108726753,0.054187192118226604,0.019801980198019802,0.284,0.7503412884104008,0.284,False,False,False,False,7.923448254010168
P-9B0A9A3E,2024-03-26 21:21:00,142036.13,JPY,DE,RTP,API,0.341,4,SAME_DAY,False,2024,3,26,1,21,False,11.863843781276994,False,HIGH,MEDIUM,True,HIGH,0,False,48434.32033,0.04,0.060700389105058365,0.052486187845303865,0.05802047781569966,0.05714285714285714,1.364,4.045570729415456,1.364,False,False,False,False,10.787984585444478
P-F0CBB242,2024-02-09 07:42:00,32332.84,JPY,AU,SWIFT,API,0.282,0,SAME_DAY,False,2024,2,9,4,7,False,10.383869638797728,False,MEDIUM,LOW,False,NONE,0,False,9117.860879999998,0.09019607843137255,0.060700389105058365,0.059065934065934064,0.05802047781569966,0.08498583569405099,0.0,2.928251238140959,0.0,False,False,False,False,9.118100171758512
P-9E7208D8,2024-04-11 01:57:00,22238.03,JPY,AU,WIRE,ONLINE,0.27,1,NEXT_DAY,False,2024,4,11,3,1,False,10.00960413230544,False,MEDIUM,LOW,True,LOW,1,False,6004.2681,0.0417201540436457,0.054385964912280704,0.059065934065934064,0.05802047781569966,0.05526315789473684,0.27,2.702593115722469,0.27,False,False,False,False,8.700392379645702
P-14A43B4B,2024-04-20 04:31:00,151675.61,CAD,GB,SWIFT,API,0.258,4,NEXT_DAY,False,2024,4,20,5,4,True,11.929505967555546,False,HIGH,LOW,True,HIGH,1,False,39132.30738,0.09019607843137255,0.060700389105058365,0.06582633053221289,0.05090497737556561,0.08498583569405099,1.032,3.0778125396293308,1.032,False,False,False,False,10.574729234505078
P-F8CBD7C9,2024-02-27 15:38:00,33820.41,USD,JP,ACH,FILE,0.217,0,NEXT_DAY,False,2024,2,27,1,15,False,10.428849312890431,False,MEDIUM,LOW,False,NONE,1,False,7339.02897,0.048340128130460104,0.08098591549295775,0.06836461126005362,0.054187192118226604,0.08391608391608392,0.0,2.2630603008972234,0.0,False,False,False,False,8.901098068467258
P-91F3D748,2024-02-05 00:58:00,14699.07,EUR,CA,SWIFT,FILE,0.528,0,NEXT_DAY,False,2024,2,5,0,0,False,9.595607534660251,False,MEDIUM,MEDIUM,False,NONE,1,False,7761.10896,0.09019607843137255,0.08098591549295775,0.03851851851851852,0.05385556915544676,0.13901345291479822,0.0,5.066480778300613,0.0,False,True,False,False,8.957009349449496
P-D3DEFCF5,2024-05-07 23:55:00,47637.23,GBP,JP,SWIFT,API,0.241,1,SAME_DAY,False,2024,5,7,1,23,False,10.771390869126629,False,MEDIUM,LOW,True,LOW,0,False,11480.57243,0.09019607843137255,0.060700389105058365,0.06836461126005362,0.0530209617755857,0.08498583569405099,0.241,2.5959051994595175,0.241,False,False,False,False,9.348498631748207
P-8EDAF66F,2024-06-11 16:11:00,67885.32,AUD,GB,SWIFT,FILE,0.598,1,NEXT_DAY,True,2024,6,11,1,16,False,11.125589820494376,False,MEDIUM,MEDIUM,True,LOW,1,False,40595.42136,0.09019607843137255,0.08098591549295775,0.06582633053221289,0.06775407779171895,0.13901345291479822,0.598,6.653102712655636,0.598,False,True,False,False,10.611435197862562
P-1DDA0DC9,2024-03-20 21:34:00,93218.42,JPY,DE,WIRE,BATCH,0.213,0,NEXT_DAY,False,2024,3,20,2,21,False,11.44271134806657,False,MEDIUM,LOW,False,NONE,1,False,19855.52346,0.0417201540436457,0.04217298070050036,0.052486187845303865,0.05802047781569966,0.02054794520547945,0.0,2.4372975171381794,0.0,False,False,False,False,9.896287869909143
P-71712FA3,2024-06-01 11:13:00,35693.21,JPY,US,WIRE,FILE,0.158,1,SAME_DAY,False,2024,6,1,5,11,True,10.482743769740392,False,MEDIUM,LOW,True,LOW,0,False,5639.52718,0.0417201540436457,0.08098591549295775,0.05293276108726753,0.05802047781569966,0.048582995951417005,0.158,1.6562735156189818,0.158,False,False,False,False,8.637732811755109
P-71F6DB01,2024-04-03 20:35:00,65164.32,JPY,DE,WIRE,BATCH,0.181,1,SAME_DAY,False,2024,4,3,2,20,False,11.084682704564289,False,MEDIUM,LOW,True,LOW,0,False,11794.74192,0.0417201540436457,0.04217298070050036,0.052486187845303865,0.05802047781569966,0.02054794520547945,0.181,2.0063275695261362,0.181,False,False,False,False,9.37549389109291
P-A651BD68,2024-05-22 12:57:00,81635.39,EUR,IN,SWIFT,ONLINE,0.423,0,SAME_DAY,False,2024,5,22,2,12,False,11.31003039742578,False,MEDIUM,MEDIUM,False,NONE,0,False,34531.76997,0.09019607843137255,0.054385964912280704,0.0546218487394958,0.05385556915544676,0.1033210332103321,0.0,4.784142858111105,0.0,False,False,False,False,10.449664006396302
P-4DE2631D,2024-03-13 13:02:00,190673.39,USD,DE,WIRE,MOBILE,0.256,0,NEXT_DAY,False,2024,3,13,2,13,False,12.158322487866446,False,HIGH,LOW,False,NONE,1,False,48812.38784,0.0417201540436457,0.040123456790123455,0.052486187845303865,0.054187192118226604,0.018691588785046728,0.0,3.11253055689381,0.0,False,False,False,False,10.795759895200238
P-069219CD,2024-06-13 19:38:00,14398.39,USD,GB,WIRE,FILE,0.302,2,SAME_DAY,False,2024,6,13,3,19,False,9.574941123555725,False,MEDIUM,MEDIUM,True,LOW,0,False,4348.31378,0.0417201540436457,0.08098591549295775,0.06582633053221289,0.054187192118226604,0.048582995951417005,0.604,2.891632219313829,0.604,False,False,False,False,8.37777335991448
P-EE39C663,2024-03-09 14:42:00,26753.26,USD,CA,ACH,MOBILE,0.208,0,NEXT_DAY,True,2024,3,9,5,14,True,10.194448991981291,False,MEDIUM,LOW,False,NONE,1,False,5564.67808,0.048340128130460104,0.040123456790123455,0.03851851851851852,0.054187192118226604,0.030927835051546393,0.0,2.1204453903321085,0.0,False,False,False,False,8.62437410354653
P-115B4E69,2024-03-16 14:18:00,162572.71,EUR,US,SWIFT,FILE,0.213,1,SAME_DAY,True,2024,3,16,5,14,True,11.998886777906549,False,HIGH,LOW,True,LOW,0,False,34627.98723,0.09019607843137255,0.08098591549295775,0.05293276108726753,0.05385556915544676,0.13901345291479822,0.213,2.555762883694095,0.213,False,True,False,False,10.45244639151689
P-1CB36DE8,2024-01-20 09:25:00,119407.63,AUD,DE,WIRE,FILE,0.471,1,SAME_DAY,True,2024,1,20,5,9,True,11.690306755385658,False,HIGH,MEDIUM,True,LOW,0,False,56240.99373,0.0417201540436457,0.08098591549295775,0.052486187845303865,0.06775407779171895,0.048582995951417005,0.471,5.506134481786645,0.471,False,False,False,False,10.937418976247377
P-B2A3B781,2024-02-08 15:17:00,6803.87,GBP,DE,ACH,API,0.365,2,SAME_DAY,False,2024,2,8,3,15,False,8.825393811302796,False,LOW,MEDIUM,True,LOW,0,False,2483.41255,0.048340128130460104,0.060700389105058365,0.052486187845303865,0.0530209617755857,0.047619047619047616,0.73,3.2212687411255203,0.73,False,False,False,False,7.8177915121938835
P-E48F7C29,2024-06-15 05:14:00,326111.68,CAD,IN,ACH,FILE,0.314,1,NEXT_DAY,False,2024,6,15,5,5,True,12.694998244799438,False,HIGH,MEDIUM,True,LOW,1,False,102399.06752,0.048340128130460104,0.08098591549295775,0.0546218487394958,0.05090497737556561,0.08391608391608392,0.314,3.9862294488670234,0.314,False,False,False,False,11.536642650962326
P-5F7A4EC1,2024-02-27 03:36:00,69339.16,AUD,IN,WIRE,ONLINE,0.163,1,SAME_DAY,False,2024,2,27,1,3,False,11.146779526706789,False,MEDIUM,LOW,True,LOW,0,False,11302.28308,0.0417201540436457,0.054385964912280704,0.0546218487394958,0.06775407779171895,0.05526315789473684,0.163,1.8169250628532065,0.163,False,False,False,False,9.332848500555523
P-EB17F300,2024-01-20 09:24:00,239567.2,EUR,US,WIRE,ONLINE,0.538,0,T_PLUS_2,False,2024,1,20,5,9,True,12.38659341521319,False,HIGH,MEDIUM,False,NONE,2,False,128887.15360000002,0.0417201540436457,0.054385964912280704,0.05293276108726753,0.05385556915544676,0.05526315789473684,0.0,6.663987257384696,0.0,False,False,False,False,11.76670028090247
P-CDB46915,2024-05-22 05:00:00,9168.69,CAD,DE,ACH,ONLINE,0.208,2,SAME_DAY,False,2024,5,22,2,5,False,9.123658758790311,False,LOW,LOW,True,LOW,0,False,1907.08752,0.048340128130460104,0.054385964912280704,0.052486187845303865,0.05090497737556561,0.028350515463917526,0.416,1.8977210218283846,0.416,False,False,False,False,7.553856720977199
P-AEBF9D77,2024-06-22 15:21:00,63755.56,AUD,GB,WIRE,MOBILE,0.455,0,NEXT_DAY,False,2024,6,22,5,15,True,11.062827359687413,False,MEDIUM,MEDIUM,False,NONE,1,False,29008.7798,0.0417201540436457,0.040123456790123455,0.06582633053221289,0.06775407779171895,0.018691588785046728,0.0,5.033586448657773,0.0,False,False,False,False,10.275388286600602
P-5E7154C7,2024-01-16 02:35:00,30298.4,EUR,CA,SWIFT,BATCH,0.253,1,NEXT_DAY,False,2024,1,16,1,2,False,10.3188831893212,False,MEDIUM,LOW,True,LOW,1,False,7665.4952,0.09019607843137255,0.04217298070050036,0.03851851851851852,0.05385556915544676,0.05507246376811594,0.253,2.6106774468982636,0.253,False,False,False,False,8.94461484077568
P-A162450B,2024-03-28 00:16:00,17095.74,USD,AU,ACH,ONLINE,0.359,0,SAME_DAY,False,2024,3,28,3,0,False,9.746643081041158,False,MEDIUM,MEDIUM,False,NONE,0,False,6137.3706600000005,0.048340128130460104,0.054385964912280704,0.059065934065934064,0.054187192118226604,0.028350515463917526,0.0,3.499044866093776,0.0,False,False,False,False,8.722314621104868
P-D18E17C2,2024-02-10 23:16:00,13509.39,USD,JP,ACH,API,0.271,2,SAME_DAY,False,2024,2,10,5,23,True,9.511214298043138,False,MEDIUM,LOW,True,LOW,0,False,3661.04469,0.048340128130460104,0.060700389105058365,0.06836461126005362,0.054187192118226604,0.047619047619047616,0.542,2.5775390747696902,0.542,False,False,False,False,8.205776928873808
P-8C112622,2024-02-28 21:43:00,36195.68,JPY,US,ACH,BATCH,0.253,4,SAME_DAY,False,2024,2,28,2,21,False,10.496722680900811,False,MEDIUM,LOW,True,HIGH,0,False,9157.50704,0.048340128130460104,0.04217298070050036,0.05293276108726753,0.05802047781569966,0.047524752475247525,1.012,2.6556708382679055,1.012,False,False,False,False,9.122438457484805
P-2485DE26,2024-03-03 10:02:00,37116.59,JPY,JP,ACH,BATCH,0.224,1,T_PLUS_2,False,2024,3,3,6,10,True,10.52184626022348,False,MEDIUM,LOW,True,LOW,2,False,8314.11616,0.048340128130460104,0.04217298070050036,0.06836461126005362,0.05802047781569966,0.047524752475247525,0.224,2.3568935622900598,0.224,False,False,False,False,9.025830361463305
P-D796583A,2024-04-13 06:32:00,13559.31,EUR,GB,WIRE,FILE,0.235,2,NEXT_DAY,False,2024,4,13,5,6,True,9.51490242259,False,MEDIUM,LOW,True,LOW,1,False,3186.43785,0.0417201540436457,0.08098591549295775,0.06582633053221289,0.05385556915544676,0.048582995951417005,0.47,2.23600206930865,0.47,False,False,False,False,8.066972691237376
P-60F9DC69,2024-01-28 15:34:00,174608.65,JPY,GB,RTP,API,0.667,1,SAME_DAY,False,2024,1,28,6,15,True,12.070308190047069,False,HIGH,HIGH,True,LOW,0,False,116463.96955,0.04,0.060700389105058365,0.06582633053221289,0.05802047781569966,0.05714285714285714,0.667,8.050895562761395,0.667,False,False,False,False,11.665345816213483
P-E79C919E,2024-06-22 14:47:00,131298.26,USD,DE,SWIFT,BATCH,0.277,2,SAME_DAY,False,2024,6,22,5,14,True,11.785234424326797,False,HIGH,LOW,True,LOW,0,False,36369.61802000001,0.09019607843137255,0.04217298070050036,0.052486187845303865,0.054187192118226604,0.05507246376811594,0.554,3.264509935538523,0.554,False,False,False,False,10.501516530412962
P-61A146B6,2024-04-02 04:53:00,1777.36,GBP,JP,WIRE,BATCH,0.069,1,T_PLUS_2,False,2024,4,2,1,4,False,7.48344687026928,False,LOW,LOW,True,LOW,2,False,122.63784,0.0417201540436457,0.04217298070050036,0.06836461126005362,0.0530209617755857,0.02054794520547945,0.069,0.5163578340485804,0.069,False,False,False,False,4.8173566470369025
P-DDE48FEF,2024-02-16 21:54:00,73156.86,JPY,JP,ACH,BATCH,0.483,2,NEXT_DAY,False,2024,2,16,4,21,False,11.200374851120175,False,MEDIUM,MEDIUM,True,LOW,1,False,35334.76338,0.048340128130460104,0.04217298070050036,0.06836461126005362,0.05802047781569966,0.047524752475247525,0.966,5.409781053091044,0.966,False,False,False,False,10.472650856966869
