payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,status,failure_reason,is_failed
P-FBCAD4FE,2024-04-03 06:56:00,158210.69,EUR,AU,WIRE,BATCH,0.204,0,NEXT_DAY,SETTLED,NONE,False
P-623B215D,2024-03-30 13:30:00,59045.75,USD,JP,SWIFT,ONLINE,0.188,0,SAME_DAY,SETTLED,NONE,False
P-38DED4D8,2024-04-02 02:14:00,82399.78,USD,IN,WIRE,BATCH,0.297,1,NEXT_DAY,PENDING,NONE,False
P-2D7CC051,2024-02-17 16:47:00,8301.46,CAD,IN,WIRE,ONLINE,0.424,0,SAME_DAY,FAILED,INSUFFICIENT_FUNDS,True
P-418B368A,2024-03-05 18:50:00,14272.82,EUR,GB,SWIFT,FILE,0.224,1,SAME_DAY,SETTLED,NONE,False
P-13313A95,2024-03-11 00:44:00,23222.54,AUD,CA,SWIFT,MOBILE,0.515,0,SAME_DAY,SETTLED,NONE,False
P-298E3B85,2024-02-03 20:55:00,153899.36,EUR,IN,SWIFT,FILE,0.2,0,NEXT_DAY,SETTLED,NONE,False
P-F4D2B01A,2024-06-27 04:40:00,170797.54,CAD,US,SWIFT,API,0.316,2,SAME_DAY,SETTLED,NONE,False
P-CEC0E377,2024-06-06 04:41:00,78175.44,EUR,JP,SWIFT,BATCH,0.265,3,T_PLUS_2,SETTLED,NONE,False
P-19AA2D46,2024-03-28 12:47:00,126655.31,AUD,GB,SWIFT,ONLINE,0.188,0,NEXT_DAY,SETTLED,NONE,False
P-C7BB2D62,2024-06-18 13:47:00,120824.81,USD,AU,ACH,BATCH,0.093,1,NEXT_DAY,SETTLED,NONE,False
P-0F9CCFF9,2024-06-27 09:10:00,50267.84,GBP,US,ACH,ONLINE,0.138,0,SAME_DAY,SETTLED,NONE,False
P-347C91FA,2024-05-02 21:28:00,6771.52,EUR,JP,RTP,BATCH,0.049,0,SAME_DAY,SETTLED,NONE,False
P-F5867AFA,2024-05-10 20:11:00,68670.79,JPY,US,ACH,MOBILE,0.419,3,SAME_DAY,SETTLED,NONE,False
P-9BC24B54,2024-06-15 00:41:00,14341.48,CAD,IN,ACH,ONLINE,0.354,0,SAME_DAY,SETTLED,NONE,False
P-573973BE,2024-02-12 16:39:00,377839.36,JPY,US,SWIFT,ONLINE,0.186,1,NEXT_DAY,SETTLED,NONE,False
P-74C7FD3C,2024-03-28 13:49:00,37490.62,EUR,AU,SWIFT,ONLINE,0.304,1,T_PLUS_2,SETTLED,NONE,False
P-37727FFD,2024-05-04 17:14:00,44664.84,CAD,IN,ACH,BATCH,0.581,1,SAME_DAY,SETTLED,NONE,False
P-87D95057,2024-01-07 07:45:00,17939.94,EUR,GB,RTP,ONLINE,0.14,2,NEXT_DAY,SETTLED,NONE,False
P-4106CE4A,2024-02-13 17:42:00,21642.88,GBP,GB,WIRE,ONLINE,0.557,1,NEXT_DAY,SETTLED,NONE,False
P-292F103C,2024-03-19 12:28:00,86727.53,AUD,DE,SWIFT,FILE,0.227,2,T_PLUS_2,SETTLED,NONE,False
P-C7CBE576,2024-05-21 10:51:00,60767.6,JPY,IN,WIRE,ONLINE,0.45,0,NEXT_DAY,SETTLED,NONE,False
P-3A141EB2,2024-01-02 04:59:00,10742.08,GBP,AU,ACH,API,0.614,1,SAME_DAY,SETTLED,NONE,False
P-E248A13E,2024-03-18 23:48:00,47491.84,JPY,US,SWIFT,BATCH,0.37,4,T_PLUS_2,SETTLED,NONE,False
P-7E4C3C67,2024-01-24 10:47:00,68440.42,JPY,JP,SWIFT,ONLINE,0.315,0,SAME_DAY,SETTLED,NONE,False
P-F73A5428,2024-06-23 10:15:00,339926.39,EUR,GB,ACH,FILE,0.195,1,NEXT_DAY,FAILED,INVALID_ACCOUNT,True
P-559EE86C,2024-03-22 13:49:00,46286.1,CAD,AU,ACH,API,0.312,3,SAME_DAY,SETTLED,NONE,False
P-0DBA18E6,2024-06-15 15:01:00,231035.15,CAD,JP,WIRE,API,0.38,2,SAME_DAY,SETTLED,NONE,False
P-19031495,2024-03-01 05:49:00,28620.14,USD,GB,WIRE,MOBILE,0.303,0,SAME_DAY,SETTLED,NONE,False
P-64073E60,2024-05-03 15:11:00,246873.55,AUD,JP,ACH,ONLINE,0.241,0,SAME_DAY,PENDING,NONE,False
P-A47B0E52,2024-02-11 05:55:00,7812.53,GBP,IN,ACH,BATCH,0.42,1,SAME_DAY,SETTLED,NONE,False
P-DAB141B5,2024-06-19 08:18:00,1011914.62,AUD,JP,ACH,ONLINE,0.354,0,SAME_DAY,SETTLED,NONE,False
P-5E183DD2,2024-05-22 16:22:00,1139191.8,EUR,US,WIRE,API,0.348,1,T_PLUS_2,SETTLED,NONE,False
P-81F77A0D,2024-05-11 03:18:00,95146.07,GBP,DE,ACH,BATCH,0.254,1,SAME_DAY,SETTLED,NONE,False
P-3F4995B6,2024-03-21 21:45:00,105175.44,USD,IN,SWIFT,API,0.319,1,SAME_DAY,SETTLED,NONE,False
P-0C727A9E,2024-01-31 10:34:00,506505.37,EUR,JP,RTP,FILE,0.083,2,NEXT_DAY,PENDING,NONE,False
P-D3724DB9,2024-01-27 02:27:00,56537.25,GBP,AU,SWIFT,ONLINE,0.429,1,T_PLUS_2,SETTLED,NONE,False
P-9D511183,2024-06-20 01:11:00,62814.46,CAD,US,ACH,FILE,0.2,1,NEXT_DAY,SETTLED,NONE,False
P-321CA681,2024-06-17 13:57:00,22986.25,EUR,JP,ACH,API,0.609,2,NEXT_DAY,SETTLED,NONE,False
P-4C574AEF,2024-06-09 08:02:00,65937.46,JPY,JP,WIRE,API,0.39,1,SAME_DAY,SETTLED,NONE,False
P-02B52EB3,2024-01-31 20:48:00,44190.01,USD,CA,ACH,ONLINE,0.082,1,T_PLUS_2,SETTLED,NONE,False
P-B4043815,2024-05-22 14:26:00,137909.27,EUR,AU,ACH,FILE,0.46,3,SAME_DAY,SETTLED,NONE,False
P-EA902F0A,2024-03-18 07:52:00,1530400.1,EUR,US,SWIFT,FILE,0.187,0,NEXT_DAY,SETTLED,NONE,False
P-DF64158C,2024-05-14 01:06:00,20356.84,AUD,CA,SWIFT,MOBILE,0.201,0,NEXT_DAY,SETTLED,NONE,False
P-E45B6116,2024-03-25 14:55:00,23185.47,CAD,US,ACH,FILE,0.135,2,NEXT_DAY,SETTLED,NONE,False
P-DF9246D7,2024-04-26 08:49:00,72609.09,EUR,JP,ACH,ONLINE,0.425,2,NEXT_DAY,SETTLED,NONE,False
P-30DECCCA,2024-02-10 04:52:00,46176.01,GBP,US,ACH,FILE,0.136,0,NEXT_DAY,SETTLED,NONE,False
P-CD1F7343,2024-02-17 06:08:00,53781.68,USD,CA,SWIFT,API,0.206,1,SAME_DAY,SETTLED,NONE,False
P-12406189,2024-04-04 16:07:00,64686.77,USD,JP,ACH,ONLINE,0.454,0,NEXT_DAY,SETTLED,NONE,False
P-8FD822B9,2024-05-06 16:11:00,93669.56,GBP,GB,WIRE,BATCH,0.334,1,NEXT_DAY,SETTLED,NONE,False
P-E9450266,2024-06-09 06:04:00,16149.92,JPY,CA,SWIFT,FILE,0.303,3,NEXT_DAY,SETTLED,NONE,False
P-A137F55A,2024-04-28 00:02:00,7226.73,EUR,CA,SWIFT,API,0.242,2,NEXT_DAY,SETTLED,NONE,False
P-BB0CE53B,2024-06-21 08:36:00,256494.2,JPY,AU,ACH,ONLINE,0.024,2,SAME_DAY,SETTLED,NONE,False
P-5A801649,2024-06-28 19:34:00,26118.47,USD,DE,WIRE,ONLINE,0.45,1,SAME_DAY,SETTLED,NONE,False
P-5C9BF536,2024-06-05 02:06:00,36361.2,CAD,CA,ACH,API,0.155,0,NEXT_DAY,SETTLED,NONE,False
P-1152A553,2024-01-07 15:21:00,69465.99,JPY,GB,WIRE,API,0.277,1,SAME_DAY,SETTLED,NONE,False
P-E24865FF,2024-05-07 15:34:00,133519.11,GBP,US,SWIFT,BATCH,0.087,3,SAME_DAY,SETTLED,NONE,False
P-7CB43452,2024-04-28 09:17:00,345756.72,AUD,GB,ACH,ONLINE,0.343,0,SAME_DAY,SETTLED,NONE,False
P-FF380FA5,2024-01-26 15:04:00,86717.44,EUR,GB,ACH,FILE,0.186,1,SAME_DAY,SETTLED,NONE,False
P-4B3E8DB3,2024-01-10 17:40:00,56750.43,USD,GB,SWIFT,BATCH,0.373,2,NEXT_DAY,SETTLED,NONE,False
P-02D55DBC,2024-03-03 08:12:00,146015.55,CAD,GB,SWIFT,API,0.076,0,SAME_DAY,SETTLED,NONE,False
P-CB3B8470,2024-05-09 05:30:00,101156.2,USD,IN,ACH,ONLINE,0.14,2,NEXT_DAY,SETTLED,NONE,False
P-42A77BFC,2024-03-30 15:52:00,16762.79,CAD,DE,RTP,BATCH,0.068,1,SAME_DAY,SETTLED,NONE,False
P-69B581F5,2024-02-03 22:22:00,47108.25,JPY,AU,WIRE,MOBILE,0.074,2,NEXT_DAY,SETTLED,NONE,False
P-D9A20338,2024-04-21 11:28:00,82405.99,JPY,DE,SWIFT,BATCH,0.472,0,NEXT_DAY,SETTLED,NONE,False
P-ABD5D7E0,2024-05-16 20:53:00,295011.82,AUD,CA,ACH,BATCH,0.093,3,NEXT_DAY,SETTLED,NONE,False
P-B59339DC,2024-02-05 22:03:00,52874.16,JPY,US,ACH,ONLINE,0.166,0,NEXT_DAY,SETTLED,NONE,False
P-1A98D693,2024-02-05 17:56:00,57428.33,USD,IN,RTP,MOBILE,0.072,0,SAME_DAY,SETTLED,NONE,False
P-92353486,2024-02-10 10:31:00,23990.42,JPY,IN,WIRE,BATCH,0.021,1,SAME_DAY,SETTLED,NONE,False
P-19236EB3,2024-01-13 14:31:00,10635.71,AUD,JP,SWIFT,API,0.517,1,SAME_DAY,SETTLED,NONE,False
P-E8EAD731,2024-01-21 20:57:00,263577.73,JPY,DE,SWIFT,API,0.268,1,T_PLUS_2,SETTLED,NONE,False
P-CDD40374,2024-06-01 23:30:00,28844.94,EUR,CA,SWIFT,BATCH,0.061,0,SAME_DAY,SETTLED,NONE,False
P-5B3F3E17,2024-01-31 11:32:00,3347.98,GBP,CA,RTP,API,0.272,1,NEXT_DAY,SETTLED,NONE,False
P-4AC54711,2024-03-02 16:42:00,18099.82,EUR,JP,WIRE,ONLINE,0.285,0,NEXT_DAY,SETTLED,NONE,False
P-58DEA86A,2024-01-06 23:36:00,89168.28,EUR,JP,SWIFT,API,0.344,1,SAME_DAY,SETTLED,NONE,False
P-0E7AC621,2024-02-06 13:18:00,2944.62,JPY,US,WIRE,BATCH,0.218,1,NEXT_DAY,PENDING,NONE,False
P-44A29985,2024-03-23 05:44:00,47167.33,GBP,AU,WIRE,ONLINE,0.251,1,T_PLUS_2,SETTLED,NONE,False
P-8D5D525D,2024-02-20 09:07:00,11101.33,GBP,AU,ACH,ONLINE,0.105,1,SAME_DAY,SETTLED,NONE,False
P-069F085A,2024-03-23 05:49:00,482029.26,EUR,US,WIRE,API,0.177,0,NEXT_DAY,SETTLED,NONE,False
P-B9F829C0,2024-01-25 11:56:00,63624.79,GBP,DE,SWIFT,ONLINE,0.193,0,NEXT_DAY,SETTLED,NONE,False
P-9A64E48E,2024-03-26 02:39:00,80155.49,JPY,CA,WIRE,BATCH,0.107,2,NEXT_DAY,SETTLED,NONE,False
P-0FB29D76,2024-03-20 14:36:00,86287.13,GBP,GB,ACH,FILE,0.292,1,SAME_DAY,PENDING,NONE,False
P-EB106216,2024-01-20 05:50:00,11740.05,AUD,CA,ACH,FILE,0.322,1,SAME_DAY,SETTLED,NONE,False
P-AF6A1A5A,2024-06-21 23:10:00,15831.09,JPY,US,ACH,ONLINE,0.137,1,NEXT_DAY,SETTLED,NONE,False
P-3D5BF2E2,2024-04-26 16:50:00,62090.01,CAD,AU,WIRE,ONLINE,0.334,1,NEXT_DAY,SETTLED,NONE,False
P-3AE63D71,2024-01-17 18:26:00,50224.56,USD,DE,WIRE,API,0.147,1,SAME_DAY,SETTLED,NONE,False
P-9FF7FBE1,2024-02-24 16:05:00,175189.49,USD,CA,ACH,ONLINE,0.172,1,T_PLUS_2,SETTLED,NONE,False
P-B300AFF7,2024-03-21 01:30:00,91349.39,CAD,US,WIRE,ONLINE,0.131,2,SAME_DAY,SETTLED,NONE,False
P-918E3241,2024-03-02 18:15:00,42465.12,GBP,IN,WIRE,ONLINE,0.518,1,SAME_DAY,SETTLED,NONE,False
P-CC1AB604,2024-03-24 02:08:00,129384.67,EUR,IN,ACH,ONLINE,0.152,0,T_PLUS_2,SETTLED,NONE,False
P-6A7F74C1,2024-02-29 10:10:00,11085.32,CAD,JP,SWIFT,ONLINE,0.277,0,NEXT_DAY,SETTLED,NONE,False
P-137A0337,2024-01-29 15:28:00,52752.7,GBP,CA,SWIFT,ONLINE,0.18,2,SAME_DAY,SETTLED,NONE,False
P-866D97DE,2024-05-15 17:53:00,190729.58,EUR,AU,WIRE,MOBILE,0.36,0,T_PLUS_2,SETTLED,NONE,False
P-DB0D13DA,2024-01-15 23:34:00,51023.57,EUR,US,WIRE,ONLINE,0.268,2,T_PLUS_2,SETTLED,NONE,False
P-59FF5A07,2024-01-29 18:30:00,720080.47,GBP,DE,SWIFT,MOBILE,0.451,0,T_PLUS_2,SETTLED,NONE,False
P-5551DBE5,2024-06-09 18:33:00,30352.16,AUD,US,RTP,API,0.11,2,T_PLUS_2,SETTLED,NONE,False
P-C1E211BC,2024-02-29 01:12:00,12762.06,GBP,CA,RTP,FILE,0.244,2,SAME_DAY,SETTLED,NONE,False
P-80DA8240,2024-05-09 21:59:00,18725.75,EUR,US,WIRE,FILE,0.314,0,T_PLUS_2,SETTLED,NONE,False
P-7E79CD66,2024-05-02 01:55:00,184378.11,CAD,DE,SWIFT,BATCH,0.192,0,NEXT_DAY,SETTLED,NONE,False
P-9556178D,2024-03-23 22:10:00,148580.99,EUR,DE,SWIFT,MOBILE,0.542,0,SAME_DAY,SETTLED,NONE,False
P-A7E9A189,2024-05-03 20:30:00,25010.25,JPY,AU,ACH,ONLINE,0.113,0,NEXT_DAY,SETTLED,NONE,False
P-7DE3051C,2024-04-05 20:06:00,168324.51,USD,AU,SWIFT,BATCH,0.298,1,SAME_DAY,SETTLED,NONE,False
P-9E75BB5E,2024-01-31 17:25:00,9063.26,AUD,CA,WIRE,FILE,0.36,0,SAME_DAY,SETTLED,NONE,False
P-68BBEB5D,2024-03-17 09:09:00,5996.45,AUD,US,RTP,API,0.039,0,T_PLUS_2,SETTLED,NONE,False
P-27293BA4,2024-05-27 20:22:00,86461.87,GBP,AU,WIRE,BATCH,0.114,0,SAME_DAY,SETTLED,NONE,False
P-899518DA,2024-01-30 02:20:00,169525.19,GBP,DE,RTP,BATCH,0.18,1,SAME_DAY,SETTLED,NONE,False
P-1713D47E,2024-05-16 19:15:00,83007.86,JPY,AU,RTP,FILE,0.368,2,SAME_DAY,SETTLED,NONE,False
P-B818D267,2024-02-14 10:33:00,41034.61,AUD,DE,SWIFT,BATCH,0.367,0,SAME_DAY,SETTLED,NONE,False
P-3C67D585,2024-04-24 09:51:00,264111.4,GBP,JP,WIRE,MOBILE,0.213,1,T_PLUS_2,PENDING,NONE,False
P-16F52762,2024-06-02 05:29:00,53471.68,CAD,IN,WIRE,BATCH,0.037,2,SAME_DAY,PENDING,NONE,False
P-66644F73,2024-03-14 06:45:00,46975.04,EUR,CA,ACH,BATCH,0.137,1,NEXT_DAY,SETTLED,NONE,False
P-2333ACA9,2024-04-03 09:19:00,25293.83,JPY,GB,RTP,ONLINE,0.137,2,SAME_DAY,SETTLED,NONE,False
P-33494738,2024-01-18 11:13:00,71178.04,EUR,GB,ACH,API,0.273,0,SAME_DAY,SETTLED,NONE,False
P-38C27597,2024-05-10 19:57:00,29992.06,EUR,CA,ACH,FILE,0.67,1,NEXT_DAY,SETTLED,NONE,False
P-CF794D09,2024-01-17 23:33:00,9659.26,GBP,JP,WIRE,BATCH,0.172,0,SAME_DAY,SETTLED,NONE,False
P-C7B0B077,2024-03-12 04:48:00,127010.61,JPY,GB,SWIFT,API,0.109,1,NEXT_DAY,SETTLED,NONE,False
P-BFDF8588,2024-02-03 14:31:00,56820.26,USD,JP,WIRE,ONLINE,0.286,1,SAME_DAY,SETTLED,NONE,False
P-581EE89B,2024-02-23 06:28:00,43277.74,JPY,IN,ACH,BATCH,0.128,0,NEXT_DAY,SETTLED,NONE,False
P-83AB63CD,2024-01-13 15:59:00,29629.05,AUD,JP,SWIFT,MOBILE,0.393,0,SAME_DAY,FAILED,INSUFFICIENT_FUNDS,True
P-9A078296,2024-01-30 03:49:00,14273.36,EUR,IN,WIRE,BATCH,0.048,2,SAME_DAY,PENDING,NONE,False
P-B0C13455,2024-06-19 18:55:00,37592.48,EUR,JP,ACH,BATCH,0.124,1,NEXT_DAY,SETTLED,NONE,False
P-9F6B0A2A,2024-01-30 14:57:00,285036.2,GBP,AU,RTP,API,0.334,1,NEXT_DAY,SETTLED,NONE,False
P-76AAB92B,2024-02-10 03:01:00,84546.76,GBP,GB,RTP,BATCH,0.108,1,SAME_DAY,SETTLED,NONE,False
P-DD50F789,2024-04-10 08:06:00,16173.67,AUD,IN,WIRE,API,0.264,1,NEXT_DAY,SETTLED,NONE,False
P-C1AA242A,2024-03-06 10:14:00,121515.05,EUR,DE,SWIFT,BATCH,0.299,0,NEXT_DAY,SETTLED,NONE,False
P-32386815,2024-06-06 22:49:00,33235.99,GBP,CA,ACH,FILE,0.57,1,NEXT_DAY,PENDING,NONE,False
P-014AA449,2024-01-27 12:56:00,43642.48,JPY,JP,SWIFT,MOBILE,0.213,0,SAME_DAY,SETTLED,NONE,False
P-81610435,2024-04-21 13:28:00,131173.51,JPY,JP,ACH,API,0.538,0,T_PLUS_2,SETTLED,NONE,False
P-6775BBAD,2024-04-21 13:32:00,142917.02,GBP,IN,ACH,ONLINE,0.354,1,NEXT_DAY,SETTLED,NONE,False
P-17CED8D8,2024-04-10 11:58:00,11891.77,JPY,DE,WIRE,API,0.301,1,SAME_DAY,PENDING,NONE,False
P-3F6C6230,2024-03-02 13:12:00,5450.94,USD,DE,WIRE,BATCH,0.452,3,T_PLUS_2,SETTLED,NONE,False
P-A1E0211F,2024-02-01 12:03:00,22728.78,GBP,IN,RTP,API,0.755,0,SAME_DAY,SETTLED,NONE,False
P-EB9DE718,2024-04-21 19:05:00,175778.33,CAD,GB,WIRE,BATCH,0.066,0,NEXT_DAY,SETTLED,NONE,False
P-B58B3F69,2024-04-22 12:31:00,27897.74,USD,JP,ACH,BATCH,0.221,2,SAME_DAY,SETTLED,NONE,False
P-42B2938B,2024-06-07 00:31:00,62395.71,USD,US,ACH,BATCH,0.159,1,SAME_DAY,PENDING,NONE,False
P-15E55BD7,2024-04-14 03:07:00,36610.21,GBP,JP,ACH,ONLINE,0.125,0,SAME_DAY,SETTLED,NONE,False
P-D03C8C13,2024-03-31 15:56:00,47508.42,EUR,IN,WIRE,FILE,0.427,0,SAME_DAY,SETTLED,NONE,False
P-3602CC24,2024-02-05 16:17:00,77973.6,JPY,IN,RTP,BATCH,0.175,0,NEXT_DAY,SETTLED,NONE,False
P-ABA26B2C,2024-05-08 21:26:00,303965.73,AUD,US,WIRE,ONLINE,0.268,1,SAME_DAY,SETTLED,NONE,False
P-6F35AB30,2024-05-17 20:20:00,622249.87,CAD,AU,WIRE,FILE,0.438,1,NEXT_DAY,SETTLED,NONE,False
P-5A7A01F9,2024-02-19 12:41:00,106231.61,EUR,JP,SWIFT,BATCH,0.465,0,T_PLUS_2,SETTLED,NONE,False
P-98383497,2024-05-24 18:37:00,9818.53,JPY,AU,WIRE,FILE,0.392,0,NEXT_DAY,SETTLED,NONE,False
P-B1AADCC7,2024-03-05 19:54:00,130927.83,CAD,JP,ACH,BATCH,0.519,1,SAME_DAY,SETTLED,NONE,False
P-EEC8E620,2024-04-14 13:24:00,301671.66,EUR,CA,ACH,FILE,0.295,2,SAME_DAY,SETTLED,NONE,False
P-CBE74894,2024-03-11 10:19:00,10187.44,JPY,GB,ACH,BATCH,0.745,2,NEXT_DAY,SETTLED,NONE,False
P-BB87781D,2024-06-25 02:22:00,99032.74,EUR,JP,WIRE,ONLINE,0.577,1,SAME_DAY,SETTLED,NONE,False
P-0F0A8C92,2024-05-19 01:00:00,71451.29,AUD,GB,WIRE,BATCH,0.266,1,NEXT_DAY,SETTLED,NONE,False
P-7503BB9B,2024-03-23 08:34:00,78117.54,USD,US,WIRE,ONLINE,0.416,1,SAME_DAY,SETTLED,NONE,False
P-17C7CA03,2024-06-14 21:51:00,91346.38,AUD,IN,WIRE,ONLINE,0.208,0,T_PLUS_2,SETTLED,NONE,False
P-D742DD78,2024-02-08 09:22:00,48440.31,AUD,DE,ACH,API,0.357,1,NEXT_DAY,SETTLED,NONE,False
P-2034C64E,2024-02-14 05:59:00,30994.72,CAD,CA,ACH,FILE,0.278,2,SAME_DAY,SETTLED,NONE,False
P-A1B3F5CC,2024-02-27 03:04:00,77122.76,USD,CA,ACH,API,0.394,1,NEXT_DAY,SETTLED,NONE,False
P-5715598D,2024-01-22 08:46:00,126161.95,JPY,DE,WIRE,ONLINE,0.302,3,NEXT_DAY,PENDING,NONE,False
P-F4EFF65F,2024-03-04 21:51:00,453970.94,AUD,AU,WIRE,API,0.227,1,NEXT_DAY,SETTLED,NONE,False
P-0451BA7C,2024-02-04 07:16:00,170737.93,EUR,CA,ACH,BATCH,0.541,2,SAME_DAY,SETTLED,NONE,False
P-125DDE2B,2024-05-27 20:13:00,74148.65,JPY,AU,SWIFT,API,0.4,1,SAME_DAY,SETTLED,NONE,False
P-A8713268,2024-03-24 20:59:00,477414.38,EUR,JP,ACH,API,0.043,1,NEXT_DAY,FAILED,SFTP_FILE_DELAY,True
P-32466700,2024-03-10 02:00:00,65421.03,AUD,AU,WIRE,BATCH,0.296,1,NEXT_DAY,PENDING,NONE,False
P-E302DF65,2024-04-20 22:06:00,13408.12,CAD,AU,RTP,API,0.096,1,SAME_DAY,PENDING,NONE,False
P-A17381EE,2024-03-06 13:35:00,16179.97,CAD,AU,ACH,BATCH,0.237,0,NEXT_DAY,SETTLED,NONE,False
P-C8FAC4F0,2024-06-03 18:33:00,100858.26,EUR,US,RTP,API,0.207,0,SAME_DAY,SETTLED,NONE,False
P-B5834BC7,2024-03-16 18:26:00,47721.17,GBP,JP,ACH,BATCH,0.227,1,T_PLUS_2,SETTLED,NONE,False
P-2175F5E5,2024-03-22 13:26:00,64447.9,AUD,CA,WIRE,ONLINE,0.292,1,SAME_DAY,SETTLED,NONE,False
P-0ECB8505,2024-04-10 08:56:00,114880.3,USD,AU,RTP,FILE,0.525,0,T_PLUS_2,SETTLED,NONE,False
P-D199A1F2,2024-01-22 17:48:00,15725.71,JPY,DE,SWIFT,BATCH,0.119,1,NEXT_DAY,SETTLED,NONE,False
P-79A34712,2024-03-01 02:04:00,36502.21,JPY,DE,SWIFT,BATCH,0.275,0,NEXT_DAY,SETTLED,NONE,False
P-C633CE8D,2024-06-05 04:21:00,26031.76,USD,AU,ACH,FILE,0.394,0,NEXT_DAY,SETTLED,NONE,False
P-D1E30D25,2024-04-22 12:58:00,12189.72,GBP,CA,ACH,API,0.28,1,NEXT_DAY,PENDING,NONE,False
P-79037EC7,2024-02-01 10:44:00,43998.88,USD,JP,WIRE,API,0.297,0,SAME_DAY,SETTLED,NONE,False
P-09FF23AE,2024-05-11 02:13:00,42513.11,CAD,DE,RTP,FILE,0.191,0,NEXT_DAY,SETTLED,NONE,False
P-9DC216D7,2024-02-06 00:30:00,126120.86,AUD,CA,WIRE,BATCH,0.133,2,NEXT_DAY,SETTLED,NONE,False
P-BDB74E0D,2024-06-08 15:04:00,63488.75,GBP,CA,ACH,BATCH,0.197,2,NEXT_DAY,SETTLED,NONE,False
P-93C6FB38,2024-06-18 08:40:00,73552.46,CAD,DE,ACH,FILE,0.187,0,NEXT_DAY,SETTLED,NONE,False
P-BE817BE2,2024-03-06 02:44:00,68005.87,CAD,IN,ACH,API,0.124,1,NEXT_DAY,SETTLED,NONE,False
P-67983828,2024-06-05 07:09:00,26330.87,USD,IN,ACH,BATCH,0.219,1,SAME_DAY,SETTLED,NONE,False
P-C6DDF802,2024-02-05 08:40:00,64657.45,CAD,CA,RTP,FILE,0.104,2,NEXT_DAY,SETTLED,NONE,False
P-4B8E6EBE,2024-02-12 11:03:00,42836.93,CAD,IN,ACH,BATCH,0.346,3,SAME_DAY,SETTLED,NONE,False
P-51E7A8D8,2024-02-22 13:26:00,18798.35,USD,IN,SWIFT,API,0.202,1,NEXT_DAY,SETTLED,NONE,False
P-6313A2B7,2024-03-16 11:49:00,186438.78,GBP,US,WIRE,ONLINE,0.4,0,T_PLUS_2,SETTLED,NONE,False
P-55AD1294,2024-05-25 21:34:00,265084.53,GBP,CA,WIRE,API,0.272,4,SAME_DAY,SETTLED,NONE,False
P-1F86F877,2024-05-11 08:01:00,45291.78,EUR,JP,SWIFT,BATCH,0.09,1,SAME_DAY,SETTLED,NONE,False
P-59FDBB8E,2024-05-17 14:05:00,14877.36,GBP,DE,ACH,ONLINE,0.459,1,SAME_DAY,SETTLED,NONE,False
P-AE3F0F95,2024-05-11 23:44:00,111691.89,GBP,US,SWIFT,BATCH,0.18,1,SAME_DAY,SETTLED,NONE,False
P-D4B556FF,2024-04-20 16:31:00,40646.76,EUR,AU,SWIFT,API,0.425,0,SAME_DAY,SETTLED,NONE,False
P-4387591A,2024-04-04 06:52:00,8591.99,EUR,JP,RTP,BATCH,0.634,1,NEXT_DAY,PENDING,NONE,False
P-F3C49F82,2024-04-15 21:48:00,2881.61,JPY,US,ACH,MOBILE,0.079,1,T_PLUS_2,SETTLED,NONE,False
P-164B2D0F,2024-04-12 04:56:00,51075.54,EUR,JP,SWIFT,FILE,0.2,2,T_PLUS_2,SETTLED,NONE,False
P-98AB2DFB,2024-04-30 02:14:00,19150.21,GBP,AU,SWIFT,FILE,0.142,0,SAME_DAY,SETTLED,NONE,False
P-1C943884,2024-02-25 05:31:00,28875.76,EUR,DE,SWIFT,API,0.398,0,SAME_DAY,SETTLED,NONE,False
P-F603194F,2024-05-23 07:01:00,10798.37,CAD,CA,RTP,FILE,0.391,1,SAME_DAY,SETTLED,NONE,False
P-9339C9C8,2024-06-09 03:12:00,78194.75,GBP,US,SWIFT,ONLINE,0.338,1,NEXT_DAY,SETTLED,NONE,False
P-E51241F7,2024-03-01 08:47:00,38594.39,AUD,JP,WIRE,FILE,0.093,0,SAME_DAY,SETTLED,NONE,False
P-43319B3B,2024-06-20 07:27:00,69178.66,JPY,JP,WIRE,BATCH,0.331,1,NEXT_DAY,SETTLED,NONE,False
P-ABA68C5D,2024-05-27 02:22:00,19343.41,CAD,CA,SWIFT,BATCH,0.427,0,SAME_DAY,PENDING,NONE,False
P-DCFD9210,2024-02-13 05:23:00,18203.67,CAD,US,WIRE,API,0.192,3,NEXT_DAY,SETTLED,NONE,False
P-94FE9E00,2024-02-10 18:04:00,61390.46,JPY,US,WIRE,ONLINE,0.22,0,SAME_DAY,PENDING,NONE,False
P-3EE23671,2024-01-01 19:43:00,32462.79,USD,US,SWIFT,FILE,0.113,0,SAME_DAY,PENDING,NONE,False
P-AF0ECB33,2024-01-26 03:37:00,109250.04,JPY,DE,WIRE,BATCH,0.506,2,NEXT_DAY,SETTLED,NONE,False
P-1E34A052,2024-05-26 04:28:00,731758.79,JPY,AU,SWIFT,BATCH,0.387,1,NEXT_DAY,SETTLED,NONE,False
P-736C82B7,2024-02-21 10:27:00,32437.4,JPY,JP,SWIFT,ONLINE,0.247,0,SAME_DAY,FAILED,NETWORK_ERROR,True
P-60144B56,2024-06-14 02:53:00,76058.34,JPY,JP,ACH,API,0.164,1,NEXT_DAY,SETTLED,NONE,False
